flight_id,departure_ts,carrier,departure_airport,arrival_airport,distance,delayed_15_min
XRYYW09,2019-03-04 12:30:00,WN,PHX,SLC,507,0
PFRTT05,2019-03-04 12:31:00,DL,ATL,TPA,406,1
WPIQZ03,2019-03-04 12:40:00,AA,ORD,MCO,1005,1
JHHQX01,2019-03-04 12:40:00,XE,CLE,IND,261,0
LOWWZ02,2019-03-04 12:40:00,OH,CVG,TOL,181,0
FNLWK01,2019-03-04 12:40:00,FL,ATL,FNT,644,0
XTNAQ08,2019-03-04 12:50:00,AS,KTN,SEA,680,0
UHQCH05,2019-03-04 12:51:00,EV,HSV,ATL,151,0
YRJTK07,2019-03-04 12:57:00,MQ,SAT,DAL,248,0
RKTMK03,2019-03-04 13:05:00,WN,CLE,BWI,314,0
FODDX05,2019-03-04 13:07:00,AA,DFW,AUS,190,0
CHJCE04,2019-03-04 13:16:00,DL,DTW,ATL,594,0
QAAUF02,2019-03-04 13:22:00,CO,PDX,IAH,1825,0
GOAKX01,2019-03-04 13:31:00,UA,DEN,SAT,794,0
KHXGO03,2019-03-04 13:40:00,NW,MEM,DTW,610,0
KGBRW03,2019-03-04 13:43:00,US,SMF,LAS,397,0
GHVLY07,2019-03-04 13:44:00,XE,DAY,CLE,162,0
RPORK08,2019-03-04 13:45:00,NW,DTW,MHT,609,0
HVYXU09,2019-03-04 13:47:00,MQ,DFW,ICT,328,0
DJBHI05,2019-03-04 13:49:00,HP,SFO,LAS,414,0
UCUYX08,2019-03-04 13:50:00,DL,LAX,SLC,590,1
IOKBG09,2019-03-04 14:00:00,XE,MHT,CLE,544,0
LWOZJ01,2019-03-04 14:03:00,FL,ATL,MDW,590,0
PPFJZ01,2019-03-04 14:05:00,MQ,ORD,ROC,528,0
CWFFI02,2019-03-04 14:10:00,WN,MCO,AUS,993,0
AFPRR07,2019-03-04 14:13:00,OO,SFO,RNO,192,1
UNPYX09,2019-03-04 14:17:00,FL,MCO,DFW,984,1
KLMHK04,2019-03-04 14:30:00,YV,CLT,MSP,930,0
QMKSY01,2019-03-04 14:30:00,OH,CVG,MIA,948,1
MWTML06,2019-03-04 14:33:00,OO,RDD,SFO,199,1
RFTEL06,2019-03-04 14:38:00,TZ,DEN,MDW,895,0
HGCTY01,2019-03-04 14:40:00,WN,TPA,RDU,587,1
ATCRB05,2019-03-04 14:40:00,WN,PHX,ELP,347,0
NFZSO04,2019-03-04 14:40:00,YV,PIT,IAD,183,0
KLSUU09,2019-03-04 14:44:00,DL,CVG,ATL,373,0
OCJPY09,2019-03-04 14:50:00,DL,ATL,MCI,692,0
VQEMN05,2019-03-04 14:55:00,WN,PHL,PVD,238,0
SIJXI09,2019-03-04 14:55:00,WN,OAK,MDW,1844,1
HFKPP06,2019-03-04 14:58:00,DH,IAD,BNA,542,0
IFOGX02,2019-03-04 14:58:00,OO,ORD,ROA,531,1
UWGOL05,2019-03-04 14:59:00,OH,CVG,ABE,503,0
ZMZCZ09,2019-03-04 15:00:00,WN,HOU,MDW,937,0
LZMEF03,2019-03-04 15:04:00,NW,DTW,ORD,235,0
UBVRI06,2019-03-04 15:07:00,DL,SLC,LAS,368,0
PTYSH03,2019-03-04 15:08:00,AA,ORD,PHX,1440,0
JSUGI04,2019-03-04 15:11:00,CO,CLE,BOS,563,0
UBZJZ05,2019-03-04 15:43:00,US,CLT,ORD,599,0
VQCTV07,2019-03-04 15:50:00,OO,SEA,GEG,224,0
SAEZQ01,2019-03-04 15:50:00,XE,EWR,LEX,588,0
WBXLQ01,2019-03-04 15:51:00,CO,IAH,MIA,964,0
WATRJ06,2019-03-04 15:54:00,US,PHL,FLL,992,1
GQZXC05,2019-03-04 15:55:00,OH,LEX,CVG,70,0
LVESQ07,2019-03-04 15:55:00,UA,ORD,MCO,1005,0
GVKZJ02,2019-03-04 15:59:00,DH,IAD,HPN,247,0
WJMHG02,2019-03-04 16:06:00,AA,DFW,RNO,1345,0
GJNOH07,2019-03-04 16:08:00,AA,BHM,DFW,597,0
YVXEH05,2019-03-04 16:10:00,XE,IAH,PHX,1009,0
HBTHA06,2019-03-04 16:23:00,OH,CVG,MSN,373,0
SAMYB08,2019-03-04 16:25:00,WN,TUS,ABQ,321,0
NLEHA01,2019-03-04 16:27:00,AA,DFW,BOS,1562,0
BISWP05,2019-03-04 16:27:00,WN,MDW,BNA,395,0
FHBJU04,2019-03-04 16:29:00,XE,EWR,MEM,946,1
IMPCK01,2019-03-04 16:31:00,DL,ATL,LAX,1946,0
FVLEB05,2019-03-04 16:32:00,DL,IND,ATL,432,0
XJMZP03,2019-03-04 16:40:00,EV,ATL,ISP,795,1
EJRDJ05,2019-03-04 16:44:00,UA,DEN,ORD,888,0
FPMFX02,2019-03-04 16:44:00,EV,ATL,AVL,164,0
QUBQE01,2019-03-04 16:50:00,FL,ATL,BWI,576,0
DKPQQ04,2019-03-04 16:53:00,AA,DFW,IAH,224,0
HMCIJ03,2019-03-04 17:11:00,AA,OKC,DFW,175,0
KHRYG07,2019-03-04 17:15:00,NW,BWI,MEM,787,0
XOCNQ06,2019-03-04 17:17:00,FL,MCO,ATL,403,0
ZWSSX02,2019-03-04 17:19:00,OO,ORD,SLC,1249,0
KGMGY09,2019-03-04 17:20:00,WN,BWI,HOU,1246,0
NYAWW06,2019-03-04 17:20:00,OO,TWF,SLC,175,0
QGUJI09,2019-03-04 17:24:00,US,PHX,LAX,370,0
AKFBM09,2019-03-04 17:25:00,AS,LGB,SEA,965,0
UGLVP03,2019-03-04 17:29:00,FL,DFW,ATL,732,1
AKRWG07,2019-03-04 17:31:00,DL,SLC,BOS,2105,1
RQYHO07,2019-03-04 17:34:00,US,MCO,PIT,834,0
WVUVI08,2019-03-04 17:42:00,YV,DRO,PHX,351,0
NFTSX02,2019-03-04 17:51:00,MQ,DFW,SPS,113,0
SXHKK02,2019-03-04 17:52:00,MQ,SJC,LAX,308,0
AMZCA04,2019-03-04 17:54:00,AS,MCO,SEA,2553,0
NRALO09,2019-03-04 17:58:00,CO,FLL,IAH,965,0
VZWWK09,2019-03-04 18:14:00,XE,EWR,CLT,529,0
WSXNS05,2019-03-04 18:26:00,AA,LAX,DEN,862,0
SEISD05,2019-03-04 18:27:00,US,LGA,PIT,335,1
PCZDG05,2019-03-04 18:34:00,B6,RSW,JFK,1074,0
YNQGO08,2019-03-04 18:35:00,WN,MCO,BWI,787,0
LEMOI04,2019-03-04 18:35:00,US,IND,DCA,499,0
JZOLX08,2019-03-04 18:36:00,HP,PHX,SNA,338,1
WEFFC03,2019-03-04 18:38:00,DL,PIT,ATL,526,0
JAROH06,2019-03-04 18:40:00,YV,ORD,AVP,631,0
ZTKIT01,2019-03-04 18:50:00,OO,SAN,LAX,109,0
VJLQN08,2019-03-04 18:50:00,DH,IAD,BUF,284,0
PBEPW05,2019-03-04 18:52:00,NW,MBS,DTW,98,0
MHTNW04,2019-03-04 18:54:00,MQ,TUL,ORD,585,0
DCNLZ08,2019-03-04 18:55:00,YV,MHT,IAD,418,0
YJTDF04,2019-03-04 19:04:00,YV,CLE,IAD,288,0
VVHJQ08,2019-03-04 19:05:00,XE,IAH,GRK,166,0
AIXBU05,2019-03-04 19:09:00,UA,ORD,MCO,1005,0
CDQKA06,2019-03-04 19:12:00,NW,MSP,DFW,852,0
YVVAF01,2019-03-04 19:16:00,DL,CVG,BDL,661,0
IUGMV06,2019-03-04 19:27:00,OH,CVG,PIT,256,0
FWNIJ02,2019-03-04 19:27:00,EV,ATL,CRW,363,0
XLJUH04,2019-03-04 19:56:00,OO,SAN,LAX,109,0
SPZYO08,2019-03-04 20:00:00,EV,ATL,MFE,974,1
LKRTP06,2019-03-04 20:03:00,MQ,SJC,SNA,342,0
STABP04,2019-03-04 20:05:00,WN,RNO,OAK,180,0
KJOUZ07,2019-03-04 20:15:00,WN,TPA,MSY,487,0
KJVPS01,2019-03-04 20:27:00,MQ,LGA,BUF,292,0
NPVRI03,2019-03-04 20:32:00,DL,TPA,ATL,406,0
FMPRO08,2019-03-04 20:37:00,HP,PHX,BUR,369,0
AVPXV05,2019-03-04 20:43:00,XE,EWR,PIT,319,1
DIJOU06,2019-03-04 20:46:00,DL,CVG,SEA,1964,0
MITVZ04,2019-03-04 20:59:00,XE,IAH,GRK,166,0
IJIYR09,2019-03-04 20:59:00,NW,MSP,LAN,455,0
SEXHN09,2019-03-04 21:10:00,XE,EWR,BTV,266,1
XVLAI06,2019-03-04 21:10:00,NW,MSP,FSD,197,0
FDEQM02,2019-03-04 21:12:00,CO,IAH,SAT,191,0
PPOFE02,2019-03-04 21:16:00,WN,TUS,LAX,451,0
HNSBR01,2019-03-04 21:29:00,B6,LGB,IAD,2277,0
DYFKQ03,2019-03-04 21:32:00,WN,PDX,GEG,279,1
YHJOK07,2019-03-04 21:38:00,UA,IAD,LAX,2288,0
PZQFC01,2019-03-04 22:05:00,WN,LAS,RNO,345,0
CFAWP09,2019-03-04 22:11:00,AA,JFK,SJU,1597,1
XYBDC02,2019-03-04 22:12:00,DH,IAD,MHT,418,1
CWRBO09,2019-03-04 22:58:00,US,CLT,MCO,468,0
FMXGG03,2019-03-04 23:59:00,B6,SEA,JFK,2421,0
QWZAO05,2019-03-05 00:10:00,YV,LAS,MFR,599,1
HLEWZ06,2019-03-05 01:26:00,AS,ANC,SEA,1449,0
TAITQ05,2019-03-05 05:36:00,DL,CLE,ATL,554,0
LHMPW08,2019-03-05 05:40:00,OH,ROC,CVG,461,0
FWIZA08,2019-03-05 05:50:00,EV,OKC,SLC,866,0
YWTEX03,2019-03-05 05:55:00,MQ,RIC,ORD,642,0
HNJGL09,2019-03-05 05:59:00,MQ,SYR,ORD,607,0
XAETC07,2019-03-05 05:59:00,US,DEN,PHX,602,0
BEMLY02,2019-03-05 06:05:00,EV,ISP,ATL,795,0
GNPTC06,2019-03-05 06:13:00,MQ,MLI,ORD,139,0
LXFLW01,2019-03-05 06:17:00,AS,ANC,FAI,261,0
PPTEW06,2019-03-05 06:25:00,OH,PIT,CVG,256,1
GQNYI06,2019-03-05 06:30:00,MQ,DSM,DFW,624,0
EJEVD05,2019-03-05 06:30:00,WN,MDW,LAX,1750,0
CCXVW03,2019-03-05 06:36:00,AA,PHX,DFW,868,0
KMCKM09,2019-03-05 06:38:00,DL,JFK,ATL,760,1
WUQLL02,2019-03-05 06:41:00,NW,SJC,MSP,1576,0
XPXVK04,2019-03-05 06:46:00,NW,MSN,MSP,228,0
GWQTV09,2019-03-05 06:50:00,AA,PVD,DFW,1529,0
IJJYI05,2019-03-05 07:00:00,NW,MSP,EWR,1008,0
PVNCO01,2019-03-05 07:00:00,XE,BDL,EWR,116,0
WTIXK01,2019-03-05 07:04:00,OO,ORD,MKE,67,0
DCVYO04,2019-03-05 07:05:00,WN,MCO,MDW,989,0
UTUGP02,2019-03-05 07:05:00,OH,OKC,CVG,756,0
UPLKJ08,2019-03-05 07:08:00,OO,COS,DEN,72,0
CZBSH09,2019-03-05 07:10:00,EV,STL,SLC,1156,0
IOYIX07,2019-03-05 07:12:00,DL,HSV,ATL,151,0
MWVSN02,2019-03-05 07:18:00,US,IAH,CLT,913,0
AHEBR02,2019-03-05 07:19:00,WN,LAS,OAK,407,1
CAAHN08,2019-03-05 07:23:00,US,MEM,CLT,512,0
UHMYY09,2019-03-05 07:26:00,UA,ALB,ORD,723,0
MIGDH02,2019-03-05 07:26:00,CO,BOS,EWR,200,0
RIVCT04,2019-03-05 07:26:00,NW,FCA,GTF,146,0
JDLEM03,2019-03-05 07:30:00,WN,SJC,SNA,342,0
NOQBX01,2019-03-05 07:33:00,EV,PNS,ATL,272,0
ECIUP02,2019-03-05 07:34:00,CO,RSW,EWR,1068,0
RESHF05,2019-03-05 07:35:00,OH,BOS,CVG,752,0
PMGSZ09,2019-03-05 07:35:00,AA,SNA,DFW,1205,0
NXSNM01,2019-03-05 07:36:00,F9,FLL,DEN,1703,0
RJSFY06,2019-03-05 07:48:00,OO,SLC,DEN,391,0
OPDHW05,2019-03-05 07:50:00,OH,CVG,ROC,461,0
QLSNN01,2019-03-05 07:51:00,AA,DFW,SFO,1464,0
EQEGL03,2019-03-05 07:53:00,UA,LGA,DEN,1619,0
JFUHO09,2019-03-05 07:55:00,AS,SEA,PSP,987,0
LHIZO04,2019-03-05 08:00:00,XE,MSY,CLE,917,0
KFGIJ06,2019-03-05 08:04:00,XE,EWR,SYR,194,0
RXBBV06,2019-03-05 08:06:00,AA,RSW,DFW,1017,0
IPCON04,2019-03-05 08:14:00,OO,SLC,PHX,507,0
ZUHKL02,2019-03-05 08:20:00,WN,LAS,OAK,407,0
XNGZU04,2019-03-05 08:21:00,OO,SFO,SLC,599,0
REOOP01,2019-03-05 08:25:00,AA,DFW,SNA,1205,0
NQKMJ07,2019-03-05 08:27:00,MQ,ORD,GRB,174,0
AVOND08,2019-03-05 08:28:00,UA,IAD,STT,1605,0
UVTWY04,2019-03-05 08:31:00,US,DTW,CLT,500,0
HKJRJ08,2019-03-05 08:37:00,DL,CVG,SLC,1449,0
JUQQI07,2019-03-05 08:42:00,FL,MCO,DFW,984,1
TBWOF03,2019-03-05 08:44:00,MQ,JFK,RDU,426,0
NLJGH03,2019-03-05 08:45:00,WN,MDW,PIT,402,0
YAIJL03,2019-03-05 08:47:00,DL,MEM,ATL,332,0
BUIAB09,2019-03-05 08:47:00,MQ,HOU,DFW,247,0
DLMAJ01,2019-03-05 08:49:00,US,PIT,MSY,918,0
KMDBG01,2019-03-05 08:49:00,OH,BOS,GSO,645,0
UJVPA09,2019-03-05 08:50:00,CO,DEN,IAH,861,0
MTFCJ03,2019-03-05 09:00:00,MQ,LGA,BNA,764,0
STFSJ03,2019-03-05 09:02:00,XE,IAH,JAX,817,0
OXMWM02,2019-03-05 09:10:00,WN,TPA,LAS,1984,0
ORFUB08,2019-03-05 09:18:00,OH,JFK,DTW,508,0
QATYU01,2019-03-05 09:18:00,XE,SDF,EWR,642,0
BSBXG06,2019-03-05 09:23:00,DL,SFO,SLC,599,0
IOOJU06,2019-03-05 09:25:00,OO,IAH,BPT,79,0
ROEFS05,2019-03-05 09:27:00,DL,PIT,ATL,526,0
KOHXX09,2019-03-05 09:35:00,UA,DEN,RNO,804,0
DUXVQ02,2019-03-05 09:35:00,AA,PHL,SJU,1576,0
VITTA05,2019-03-05 09:42:00,HP,PHX,STL,1262,0
WRYKY01,2019-03-05 09:45:00,FL,LAS,ATL,1747,0
SXGET08,2019-03-05 09:45:00,WN,OAK,ONT,361,0
IMARY01,2019-03-05 09:46:00,US,PHX,RDU,1891,0
BFWPP02,2019-03-05 09:57:00,DL,MKE,ATL,669,0
MMXIK04,2019-03-05 09:58:00,DL,CVG,SLC,1449,0
ODRNP06,2019-03-05 09:58:00,FL,TPA,FNT,1036,0
HUBTF01,2019-03-05 10:00:00,WN,HRL,SAT,233,0
XCRLI07,2019-03-05 10:00:00,WN,MDW,SEA,1733,0
ZIHOU02,2019-03-05 10:00:00,YV,LGA,IAD,229,0
WYUML04,2019-03-05 10:04:00,HP,PHX,OMA,1037,0
FBBDY02,2019-03-05 10:08:00,NW,TPA,DTW,983,0
EZOID02,2019-03-05 10:15:00,DL,LGA,MCO,950,0
UMYIX03,2019-03-05 10:25:00,NW,DTW,MYR,636,0
DRCMD05,2019-03-05 10:27:00,UA,IAD,MCO,758,0
GVALR02,2019-03-05 10:28:00,DH,IAD,CHS,441,0
IWVGK07,2019-03-05 10:34:00,YV,HDN,DEN,142,0
QEMIO06,2019-03-05 10:35:00,XE,IAH,LIT,374,0
DKQQM07,2019-03-05 10:40:00,XE,IAH,MFE,316,0
UOJUL03,2019-03-05 10:44:00,NW,IAH,MSP,1034,0
QEZRO08,2019-03-05 11:01:00,DL,PNS,ATL,272,0
LWTQX02,2019-03-05 11:02:00,CO,SFO,EWR,2565,0
DGAZQ03,2019-03-05 11:07:00,NW,IND,LAS,1591,0
MIFOI09,2019-03-05 11:09:00,DL,ATL,SAT,874,0
HSLTS08,2019-03-05 11:11:00,MQ,BOS,STL,1046,0
VKDDE05,2019-03-05 11:27:00,CO,EWR,BOS,200,0
YWFNN05,2019-03-05 11:29:00,AA,EWR,DFW,1372,0
EKZMI07,2019-03-05 11:29:00,US,CLT,PHX,1774,0
GNNRI03,2019-03-05 11:37:00,AA,ORD,DFW,802,0
ZGWZR01,2019-03-05 11:45:00,WN,BNA,PHX,1448,0
DYPHI09,2019-03-05 11:49:00,OO,DEN,FAT,844,0
AZTND09,2019-03-05 11:57:00,XE,CVG,EWR,569,0
AUEMI05,2019-03-05 11:58:00,NW,SMF,MSP,1518,0
OVBQE01,2019-03-05 11:59:00,US,PHL,CLT,448,1
NODKQ04,2019-03-05 12:00:00,MQ,CMH,ORD,296,0
HLHPT06,2019-03-05 12:02:00,OH,CVG,JFK,589,0
JMQDR01,2019-03-05 12:05:00,WN,PHX,STL,1262,0
ADTRW04,2019-03-05 12:11:00,NW,DCA,MSP,931,0
DLJAB07,2019-03-05 12:11:00,FL,ATL,MSP,906,0
YNZEK05,2019-03-05 12:30:00,US,SJC,PHX,621,0
JTKNQ02,2019-03-05 12:30:00,WN,PHX,HOU,1020,0
KZVFD07,2019-03-05 12:30:00,AS,CDV,ANC,160,0
VJGGD01,2019-03-05 12:30:00,DL,ORF,ATL,516,0
OFCRK04,2019-03-05 12:36:00,XE,CLE,STL,487,0
TTNVP09,2019-03-05 12:45:00,WN,RNO,BOI,335,0
SSIJO06,2019-03-05 12:50:00,EV,SLC,OKC,866,0
YSVFV06,2019-03-05 12:55:00,XE,BTV,EWR,266,0
CTYCS08,2019-03-05 12:55:00,OH,JFK,PIT,340,0
HDTXX02,2019-03-05 13:00:00,DL,SAN,SLC,626,0
QCCLF05,2019-03-05 13:00:00,NW,IAH,MSP,1034,0
LJFZG06,2019-03-05 13:06:00,WN,FLL,TPA,197,0
ZUZNB02,2019-03-05 13:08:00,NW,MSP,IND,503,0
XEDUF03,2019-03-05 13:11:00,WN,SMF,PDX,479,0
MSMLX03,2019-03-05 13:15:00,WN,OAK,PDX,543,1
CJSXX09,2019-03-05 13:15:00,OH,STL,JFK,892,0
LBIWI04,2019-03-05 13:15:00,UA,LAX,ORD,1745,0
XMIZV06,2019-03-05 13:21:00,AA,BHM,DFW,597,1
YFGPI09,2019-03-05 13:23:00,OH,JFK,JAX,829,0
HVEQN05,2019-03-05 13:24:00,CO,IAH,MCO,853,0
QWHTC05,2019-03-05 13:25:00,US,FLL,CLT,631,1
DQNTR05,2019-03-05 13:27:00,UA,LAX,OGG,2486,0
BWSWT05,2019-03-05 13:31:00,OO,SMX,LAX,135,0
ZHZXT03,2019-03-05 13:35:00,OH,CVG,FSD,701,0
TIJOD04,2019-03-05 13:37:00,OO,SLC,SFO,599,1
LMXRG08,2019-03-05 13:39:00,XE,STL,EWR,872,1
YPZOZ02,2019-03-05 13:45:00,MQ,DFW,HOU,247,0
RTUPJ05,2019-03-05 13:50:00,US,DCA,MSY,969,0
KQBRL04,2019-03-05 13:51:00,UA,PDX,ORD,1739,0
ZCRRF09,2019-03-05 14:01:00,US,LAS,CLT,1916,1
JYBXA09,2019-03-05 14:05:00,B6,BOS,MCO,1121,0
ZGDKE04,2019-03-05 14:12:00,UA,JFK,SFO,2586,0
UPBHK08,2019-03-05 14:13:00,AA,MSY,MIA,674,0
KQGPL02,2019-03-05 14:21:00,MQ,DFW,JAN,408,0
HEPSX03,2019-03-05 14:26:00,AA,STT,JFK,1623,0
UPBUE05,2019-03-05 14:34:00,AA,SMF,DFW,1431,0
XQEJR02,2019-03-05 14:41:00,UA,ORD,MCO,1005,1
SYYRI01,2019-03-05 14:43:00,DL,SLC,CVG,1449,1
ZOUUX02,2019-03-05 14:50:00,AA,ATL,MIA,595,0
TMTFD03,2019-03-05 14:50:00,DL,ORD,ATL,606,0
BEDWJ05,2019-03-05 14:53:00,OO,SLC,BTM,357,0
GTCBN08,2019-03-05 14:55:00,DL,ATL,SFO,2139,1
WMUJY01,2019-03-05 15:00:00,WN,CLE,LAS,1825,0
BNTSQ06,2019-03-05 15:06:00,XE,IAD,IAH,1190,1
GIYFW03,2019-03-05 15:15:00,WN,LAS,SAN,258,0
EVULO09,2019-03-05 15:17:00,EV,TPA,RDU,587,0
JNXCG09,2019-03-05 15:18:00,MQ,LAW,DFW,140,0
EAJGH08,2019-03-05 15:29:00,OH,SAT,CVG,1024,0
JIAVF05,2019-03-05 15:32:00,MQ,DSM,ORD,299,1
PHQGZ05,2019-03-05 15:41:00,HA,HNL,ITO,216,0
GHFBJ01,2019-03-05 15:41:00,AS,SNA,PDX,859,0
HNUVR06,2019-03-05 15:44:00,DL,ORD,CVG,264,0
RXLZA06,2019-03-05 15:45:00,AA,STT,SJU,68,0
GDFXF09,2019-03-05 15:50:00,XE,CRP,IAH,201,0
RUKMH03,2019-03-05 15:52:00,MQ,DFW,ACT,89,0
RAMVC05,2019-03-05 15:52:00,WN,SDF,TPA,727,1
AUKNZ02,2019-03-05 15:54:00,OO,CPR,SLC,320,1
TWVAI07,2019-03-05 15:57:00,DL,ATL,GSO,306,0
AHHUA04,2019-03-05 15:58:00,NW,GRR,MCO,1023,0
SZQHL09,2019-03-05 15:59:00,DL,MCI,ATL,692,0
YYDDN05,2019-03-05 16:06:00,FL,MDW,ATL,590,0
OJPNO07,2019-03-05 16:10:00,WN,MHT,PHL,290,0
BVQFY05,2019-03-05 16:10:00,WN,PHX,PHL,2075,0
CCHJJ06,2019-03-05 16:15:00,DL,ATL,MIA,595,0
ZNFFI06,2019-03-05 16:18:00,FL,BWI,DAY,406,1
JMZWA05,2019-03-05 16:22:00,HA,HNL,LIH,102,0
BTKVF04,2019-03-05 16:26:00,MQ,DAY,ORD,240,0
WYMAB03,2019-03-05 16:30:00,B6,MCO,JFK,944,0
JEHRG03,2019-03-05 16:33:00,WN,ELP,PHX,347,1
MOVBF02,2019-03-05 16:34:00,OO,BZN,SLC,347,0
IQBQA02,2019-03-05 16:34:00,UA,LAX,KOA,2504,0
ZKACD01,2019-03-05 16:35:00,OH,CVG,GRR,268,0
DHAED05,2019-03-05 16:58:00,XE,GRR,CLE,214,0
WVHUF03,2019-03-05 17:07:00,B6,JFK,TPA,1005,0
WQLQJ01,2019-03-05 17:09:00,NW,DTW,ORF,529,0
PIFFE02,2019-03-05 17:10:00,OO,LAX,SBP,155,1
FDXHK05,2019-03-05 17:18:00,HP,PHX,LAX,370,0
TYABS08,2019-03-05 17:19:00,CO,MCO,EWR,938,0
AJKQV08,2019-03-05 17:23:00,WN,MDW,LAX,1750,1
UZZVV01,2019-03-05 17:23:00,MQ,SNA,SJC,342,0
TLGVC03,2019-03-05 17:24:00,EV,SAT,ATL,874,0
JHFPO01,2019-03-05 17:26:00,AA,MIA,JFK,1090,1
PKMIN01,2019-03-05 17:27:00,AA,ORD,BOS,867,0
PJWCH02,2019-03-05 17:27:00,AA,DFW,BWI,1217,0
RZMRT09,2019-03-05 17:40:00,US,PHX,SNA,338,0
TAXMI02,2019-03-05 17:45:00,AA,DFW,SJC,1438,0
MQUSI01,2019-03-05 17:47:00,AS,YAK,JNU,199,0
QUTTN04,2019-03-05 17:57:00,US,PHL,SEA,2378,0
LPRKK04,2019-03-05 18:05:00,NW,IND,MEM,381,0
POTLL01,2019-03-05 18:14:00,AA,DFW,MCI,460,0
RNKJD08,2019-03-05 18:18:00,WN,CMH,MDW,284,1
HDTSP03,2019-03-05 18:18:00,MQ,ORD,MEM,491,0
ULKLF02,2019-03-05 18:19:00,AA,LAS,DFW,1055,0
WVBVB09,2019-03-05 18:22:00,EV,ISP,ATL,795,1
KVLQK01,2019-03-05 18:25:00,OO,SAN,SLC,626,0
LAWWW08,2019-03-05 18:26:00,AS,PSG,WRG,31,1
HGTRP06,2019-03-05 18:28:00,DL,DCA,LGA,214,0
XDLBO05,2019-03-05 18:36:00,OO,FSD,DEN,483,0
BBLMR03,2019-03-05 18:36:00,OO,SFO,FAT,158,1
MIFBU03,2019-03-05 18:41:00,CO,PBI,IAH,956,0
VUWGK05,2019-03-05 18:42:00,OH,DCA,MLB,769,0
RAZIM06,2019-03-05 18:45:00,WN,TPA,PVD,1137,0
SUFBB02,2019-03-05 18:50:00,CO,DEN,IAH,861,0
GLBQV06,2019-03-05 18:54:00,HA,KOA,HNL,163,0
IVOTK07,2019-03-05 18:54:00,UA,PDX,LAX,834,0
UIIMG03,2019-03-05 18:59:00,DL,LGA,ATL,761,0
KPXYG09,2019-03-05 19:03:00,MQ,DFW,BNA,631,0
LENIE09,2019-03-05 19:10:00,YV,PHX,TUS,110,0
BLJJE04,2019-03-05 19:11:00,DL,ATL,BOS,946,1
VTOTZ07,2019-03-05 19:16:00,MQ,BWI,BOS,370,0
LRNUM04,2019-03-05 19:20:00,WN,ONT,SMF,389,1
MNQWW05,2019-03-05 19:30:00,OH,MDW,ATL,590,1
RXQTZ01,2019-03-05 19:30:00,UA,SFO,HNL,2398,1
XKHXY01,2019-03-05 19:33:00,OH,BOS,DCA,399,0
RYEWC01,2019-03-05 19:34:00,US,PHX,ORD,1440,1
SNHLO06,2019-03-05 19:35:00,WN,LAX,LAS,236,0
BDRTA05,2019-03-05 19:35:00,DL,ATL,SAN,1891,1
SYWAF08,2019-03-05 19:51:00,NW,PHL,DTW,453,0
HISXE03,2019-03-05 19:54:00,MQ,JFK,BOS,187,0
YIDPL03,2019-03-05 19:55:00,FL,MSP,ATL,906,1
GHXTM07,2019-03-05 20:08:00,CO,MCO,IAH,853,0
SBIUF08,2019-03-05 20:25:00,WN,OAK,BUR,325,0
MOULV06,2019-03-05 20:32:00,HP,LAS,SJC,386,0
SAFGV03,2019-03-05 20:40:00,NW,DCA,IND,499,0
NDAYR07,2019-03-05 21:00:00,UA,SFO,PDX,550,1
KMIRI06,2019-03-05 21:05:00,WN,LAX,SJC,308,1
YMXAD05,2019-03-05 21:07:00,NW,MSP,SJC,1576,1
YDUOZ05,2019-03-05 21:10:00,US,PHL,MHT,290,0
CWXTF08,2019-03-05 21:14:00,OO,SLC,BTM,357,0
KJQCV05,2019-03-05 21:20:00,NW,MSP,SLC,991,0
DXIHC02,2019-03-05 21:21:00,UA,DEN,PHX,602,0
WXOYD07,2019-03-05 21:25:00,NW,DTW,LGA,501,0
FFWDJ02,2019-03-05 21:29:00,MQ,JFK,RDU,426,0
RLKIX06,2019-03-05 21:30:00,WN,DAL,LBB,293,1
HBOMS05,2019-03-05 21:38:00,UA,ORD,DEN,888,0
NFFJN03,2019-03-05 21:45:00,YV,FAT,LAS,258,1
PQJOU08,2019-03-05 22:03:00,NW,MSP,MKE,297,0
ZFRTT05,2019-03-05 22:06:00,MQ,ORD,TVC,224,1
FDYWV03,2019-03-05 22:07:00,NW,OGG,HNL,100,1
KHFWO01,2019-03-05 22:11:00,US,CLT,RSW,600,1
ZLDWE07,2019-03-05 22:23:00,OO,SLC,DEN,391,0
KPKGN01,2019-03-05 22:27:00,HP,PHX,SJC,621,0
LSWII06,2019-03-05 22:27:00,UA,SFO,LAS,414,0
LXHIF06,2019-03-05 22:35:00,EV,CVG,PNS,608,1
LXYKM02,2019-03-05 22:44:00,MQ,ORD,CMI,135,1
FPWZY08,2019-03-05 22:51:00,B6,JFK,BTV,267,0
CZQGV03,2019-03-05 23:06:00,MQ,DFW,PIT,1068,1
GSYDI05,2019-03-05 23:07:00,UA,TPA,DEN,1506,1
KFUAG03,2019-03-05 23:45:00,B6,DEN,BOS,1754,0
FBDRL02,2019-03-06 00:35:00,CO,ONT,IAH,1334,0
UWODG08,2019-03-06 02:13:00,AS,FAI,SEA,1533,0
KNUAV08,2019-03-06 05:23:00,US,BOS,PHL,280,0
BOBQR09,2019-03-06 05:24:00,US,BDL,PHL,196,0
