flight_id,departure_ts,carrier,departure_airport,arrival_airport,distance,delayed_15_min
FXHAM07,2019-09-11 19:34:00,AA,DFW,CMH,927,0
BCFQB09,2019-02-03 18:54:00,NW,MCO,DTW,957,0
VAUPI07,2019-08-28 13:32:00,AS,FAI,ANC,261,1
ZJFZK02,2019-12-30 11:02:00,FL,ATL,MLI,633,0
ONBBX02,2019-05-08 13:59:00,AA,DFW,STL,551,0
JHIDL08,2019-09-24 13:10:00,WN,LIT,LAS,1295,0
IQZFS05,2019-02-25 19:17:00,HP,ATL,PHX,1587,0
PTGBX01,2019-08-19 17:10:00,AQ,ITO,HNL,216,0
ODWUW09,2019-07-09 13:30:00,WN,SJC,ONT,333,0
ZFINT03,2019-06-23 17:40:00,WN,SMF,SAN,480,0
ZMYZE03,2019-05-25 15:27:00,WN,PDX,SJC,569,1
BRBZM08,2019-07-14 08:36:00,AA,PHX,DFW,868,0
LXVWB03,2019-11-18 14:36:00,HP,PHX,LAS,256,0
IRFEY07,2019-09-26 15:33:00,US,MCO,CLT,468,1
JPPUP05,2019-02-19 21:48:00,NW,DTW,ORF,529,1
XUYBK06,2019-02-13 15:25:00,OH,RIC,LGA,292,0
LBZUC03,2019-08-17 18:46:00,MQ,IAD,ORD,589,0
HFDRH04,2019-03-02 05:27:00,US,MHT,PHL,290,0
AEMDP01,2019-10-31 08:11:00,HP,SEA,PHX,1107,0
FFIJG01,2019-02-19 16:48:00,OO,SLC,RAP,508,1
ZCPRE04,2019-04-11 08:16:00,XE,MAF,IAH,429,0
MXAEB03,2019-04-07 15:32:00,OO,DEN,STL,770,0
EDWJW06,2019-03-15 22:24:00,HP,PHX,SJC,621,0
COARJ03,2019-02-26 17:39:00,CO,IAH,DCA,1208,0
LZIRW03,2019-01-07 10:29:00,DL,JAX,ATL,270,0
QAFPF02,2019-05-08 06:30:00,WN,LAS,SAN,258,0
NWCSG07,2019-03-21 08:21:00,B6,BOS,FLL,1237,0
BDIGL02,2019-10-02 17:33:00,XE,IAH,CRP,201,0
BPWHC01,2019-01-18 06:22:00,OO,DRO,DEN,251,0
RTEUY06,2019-04-22 13:55:00,UA,TPA,IAD,810,0
CFGFP01,2019-05-25 10:43:00,OH,CVG,GRR,268,0
WVHBF06,2019-05-10 22:26:00,FL,ATL,RIC,481,1
BOGGK01,2019-12-10 08:43:00,UA,BUR,SFO,326,0
UBCXR06,2019-06-12 09:05:00,AA,LGA,DFW,1389,0
XHDJB04,2019-10-19 13:05:00,MQ,ORD,GRB,174,0
ZGFZJ05,2019-10-27 09:58:00,DL,ATL,SDF,321,0
JDBBO09,2019-12-05 07:49:00,UA,JFK,SFO,2586,0
VOWCR08,2019-10-19 21:10:00,OH,CVG,OMA,614,1
CRPGX02,2019-10-25 17:16:00,DL,SLC,RDU,1823,0
GAOWT01,2019-05-31 16:53:00,AA,XNA,ORD,522,0
KOIVU04,2019-05-24 16:20:00,WN,MDW,SJC,1838,1
JSTLF07,2019-12-13 11:10:00,OO,HLN,SLC,402,0
TOTJI05,2019-10-11 20:22:00,UA,SFO,BUR,326,0
ZTGML01,2019-05-13 10:28:00,B6,MCO,BOS,1121,0
OINET08,2019-08-19 08:52:00,XE,EWR,TUL,1215,0
WFNBB06,2019-07-08 11:32:00,NW,MSP,MEM,700,0
IXBUV09,2019-01-08 19:25:00,WN,PHL,PVD,238,1
TNTZG06,2019-10-27 10:29:00,DL,IND,ATL,432,1
TBEKZ04,2019-02-17 13:53:00,TZ,DCA,MDW,601,0
XDEZI06,2019-11-19 07:25:00,UA,BWI,ORD,622,0
OHTGW01,2019-05-02 15:28:00,CO,IAH,MSY,305,0
BVAOA09,2019-12-01 19:06:00,CO,IAH,PIT,1117,0
HGABE06,2019-03-20 07:39:00,MQ,BUF,ORD,473,0
BNQZE01,2019-06-24 22:32:00,CO,SEA,EWR,2401,0
ZQRMS09,2019-06-11 06:59:00,AA,FLL,DFW,1119,0
QOSVT06,2019-11-22 06:47:00,UA,JFK,LAX,2475,0
IQXOK07,2019-08-26 07:00:00,EV,ICT,ATL,781,0
DUYEP09,2019-06-30 12:32:00,US,SAN,PHX,304,0
OJAOC03,2019-09-25 20:19:00,AA,MIA,DTW,1145,0
JMNMS01,2019-11-16 22:00:00,OH,CVG,TUL,646,0
RBAQB01,2019-08-12 06:30:00,YV,ROA,IAD,177,0
IELDP09,2019-06-15 16:30:00,AA,DFW,MCI,460,1
VYYFC06,2019-10-12 06:28:00,OO,LWS,SLC,461,0
DMDCX04,2019-03-18 16:13:00,OO,MRY,SFO,77,1
HJWSZ08,2019-08-19 07:10:00,YV,TUS,PHX,110,0
ARLSD02,2019-08-22 11:48:00,WN,LIT,DAL,296,0
XBADN07,2019-12-19 15:33:00,CO,IAH,SAT,191,0
YBBBA07,2019-11-07 19:02:00,EV,FAY,ATL,331,0
IMXNZ08,2019-10-11 06:15:00,DL,PHL,ATL,665,0
UQBKL01,2019-05-16 19:40:00,EV,MEM,ATL,332,0
WNMNJ08,2019-04-27 06:38:00,AA,SNA,ORD,1726,0
QDTKH03,2019-01-08 22:10:00,OO,SLC,GTF,463,1
KMSHN06,2019-06-24 06:25:00,OO,SBA,SLC,615,0
JFMAX04,2019-03-29 13:51:00,DL,JFK,FLL,1069,1
MEJOY05,2019-07-05 06:30:00,WN,SJC,SAN,417,0
SVMHN07,2019-07-14 14:27:00,FL,MSY,ATL,425,0
XJKJE09,2019-03-06 10:43:00,MQ,CLT,DFW,936,0
EBCJX04,2019-04-30 18:45:00,DL,ATL,DEN,1199,0
GYTAS08,2019-12-10 15:29:00,DL,SRQ,ATL,445,0
OWSCB07,2019-02-03 14:47:00,XE,MSY,CLE,917,0
VRQWT08,2019-11-17 08:56:00,MQ,ORD,RST,268,0
HJBHA08,2019-08-12 08:39:00,OO,DEN,BZN,525,0
LJVUC01,2019-02-18 09:18:00,MQ,DFW,IAH,224,0
OUJYU05,2019-10-30 08:11:00,NW,IND,DTW,231,0
AITKU07,2019-12-31 15:21:00,WN,PHX,BNA,1448,0
TVEVA07,2019-02-09 18:54:00,DL,ATL,DFW,732,1
JOFVB07,2019-02-26 11:07:00,CO,MFE,IAH,316,0
EICRI01,2019-08-04 14:22:00,MQ,BOS,JFK,187,1
JPHMQ06,2019-08-27 08:08:00,WN,MCO,SDF,718,0
HIJJO09,2019-01-20 10:35:00,OO,IAH,TXK,252,0
OILYE03,2019-06-13 12:03:00,CO,FLL,IAH,965,0
FIBER03,2019-06-10 09:55:00,US,EWR,PHX,2133,0
MWZFZ09,2019-08-21 14:53:00,AA,DFW,ABQ,569,0
GFYEA02,2019-06-19 16:50:00,WN,LAS,CLE,1825,0
LVTYG05,2019-12-30 13:52:00,WN,FLL,MDW,1166,0
JBJAY05,2019-03-26 06:55:00,OH,DSM,CVG,505,0
SXOXZ07,2019-11-27 16:59:00,OO,SMF,SFO,86,1
VVJNM09,2019-10-27 12:39:00,US,CMH,CLT,346,1
OHRYY03,2019-02-08 18:07:00,AA,MIA,MSP,1501,0
XOEZD05,2019-10-18 14:38:00,WN,TPA,BHM,460,0
WQPML02,2019-02-25 06:51:00,HP,LAS,PHX,256,0
DZZEG08,2019-08-22 11:51:00,US,TPA,PHL,920,0
VIVRN09,2019-11-24 13:57:00,US,DCA,DFW,1192,0
GONTA01,2019-03-20 07:31:00,MQ,CMH,MIA,990,0
IAOBI05,2019-04-21 17:05:00,CO,LAX,IAH,1379,1
LLMZA07,2019-03-26 16:53:00,UA,PHL,DEN,1557,0
ZHOMR02,2019-06-19 18:00:00,WN,LAX,RNO,390,0
UUSVI08,2019-11-18 06:02:00,AA,DCA,DFW,1192,0
GJVAU07,2019-06-27 06:43:00,XE,CLT,CLE,430,0
BUJDA05,2019-07-20 10:49:00,AS,ANC,OME,539,1
EPCVW03,2019-11-05 11:30:00,WN,PDX,OAK,543,0
RLVLU09,2019-01-01 09:55:00,WN,MCI,BNA,491,0
BRGMP09,2019-07-15 10:00:00,OH,LGA,CHS,641,0
NGNCM03,2019-05-12 15:45:00,WN,LIT,LAS,1295,0
RIYIN05,2019-10-31 17:59:00,CO,IAH,MFE,316,1
UKYTD03,2019-05-26 18:37:00,NW,PIT,MSP,726,0
CTLFD06,2019-01-05 12:37:00,XE,EWR,CLT,529,0
QMTGV08,2019-12-18 08:29:00,WN,BWI,MDW,611,0
RDQWX02,2019-03-24 14:53:00,DL,MCO,JFK,944,0
KIHMJ06,2019-09-19 18:36:00,AA,DEN,ORD,888,1
NALBK01,2019-12-28 08:22:00,XE,DAL,IAH,217,0
VUESY08,2019-07-06 16:28:00,WN,SJC,LAX,308,1
UKYUW02,2019-10-15 10:55:00,DL,ATL,SNA,1919,0
ITKFC08,2019-11-01 12:30:00,OH,BOS,JFK,187,0
OOPKM06,2019-02-10 10:56:00,B6,JFK,BUF,301,0
LCAOM08,2019-04-05 22:56:00,AA,DFW,OKC,175,1
VMSSR05,2019-05-17 15:47:00,YV,CLT,MSY,651,0
KLXDP04,2019-11-12 21:30:00,XE,IAH,BTR,253,0
WLVUL08,2019-09-20 19:56:00,FL,ATL,MCO,403,0
BOKOY03,2019-07-13 07:31:00,OO,ONT,LAX,47,0
SEHFG05,2019-12-08 09:23:00,DL,CVG,LAS,1678,0
NFJTY06,2019-12-08 23:54:00,AA,PDX,DFW,1616,0
GHAJA04,2019-03-28 10:26:00,OH,MLI,CVG,350,0
AQUVU04,2019-02-24 08:05:00,FL,DAY,MCO,808,0
VYQER06,2019-08-28 14:06:00,OO,FAT,SFO,158,0
OEQXU04,2019-11-16 08:58:00,WN,PHX,SNA,338,0
QRQEW07,2019-01-05 17:25:00,US,IAH,CLT,913,0
JHDTQ03,2019-07-24 15:37:00,MQ,ORD,BUF,473,0
AFTTI03,2019-07-18 09:21:00,NW,MCI,MSP,393,0
BFYBG04,2019-05-12 17:10:00,EV,TOL,ATL,549,1
SAVHS01,2019-08-01 16:29:00,US,PHX,SFO,651,0
DLWMA09,2019-05-02 13:20:00,WN,FLL,TPA,197,1
WVVLY04,2019-09-01 22:37:00,NW,DTW,LAN,74,1
DAUCY02,2019-09-18 07:59:00,DL,LAX,JFK,2475,0
PNGJI05,2019-12-21 12:57:00,DL,PHX,CVG,1569,0
SGAQE06,2019-08-17 20:50:00,WN,BWI,SDF,495,0
SOVAU04,2019-05-25 16:25:00,CO,CLE,BWI,314,0
JGJFD03,2019-05-02 14:54:00,HA,KOA,HNL,163,0
KZGVG02,2019-09-07 17:13:00,DL,ATL,PVD,903,0
ZWXEF05,2019-09-21 19:52:00,UA,ORD,DEN,888,0
AUZEK02,2019-08-23 06:00:00,EV,BMI,ATL,533,0
LCARI08,2019-10-30 17:30:00,MQ,DFW,SPS,113,0
UFNRB07,2019-01-26 13:39:00,AA,DFW,IAD,1172,0
ODKFB07,2019-04-12 19:24:00,B6,MCO,BOS,1121,0
XAKRY03,2019-02-14 16:14:00,OO,OAK,SLC,588,0
YQLXV04,2019-09-28 14:08:00,OH,GRR,CVG,268,0
BLWJG07,2019-12-11 06:23:00,US,TPA,PHL,920,0
ATPKN06,2019-10-23 19:48:00,WN,BNA,HOU,670,0
WVUMM04,2019-08-24 09:50:00,CO,ORD,IAH,925,0
DPDOR04,2019-12-03 06:57:00,AS,LAS,SEA,866,0
HJGQG01,2019-12-31 13:30:00,YV,BHM,IAD,638,1
NJYLU07,2019-08-29 15:05:00,WN,CLE,LAS,1825,0
XSTVW07,2019-12-19 14:50:00,OO,GRB,ORD,174,0
WPDJX08,2019-05-13 18:40:00,NW,MSP,BUF,734,0
XKPZF04,2019-04-19 12:40:00,WN,HRL,HOU,276,0
BRKCC08,2019-05-10 18:01:00,HP,PHX,STL,1262,0
CXJVZ01,2019-06-19 20:23:00,WN,HOU,PHL,1335,1
XYIPL06,2019-05-22 22:00:00,WN,LAX,LAS,236,1
RKMBP02,2019-10-30 11:08:00,XE,LRD,IAH,301,0
EJIRL01,2019-09-13 18:59:00,NW,TPA,IND,838,0
NGLIM05,2019-08-26 17:51:00,MQ,ORD,CMH,296,0
ZXWTZ02,2019-12-27 07:57:00,OO,ORD,OKC,693,0
NGZRY03,2019-02-25 21:11:00,XE,CLE,GRR,214,1
DODRR01,2019-05-11 09:28:00,WN,SDF,MDW,271,1
WDQXN06,2019-12-07 11:52:00,EV,SYR,ATL,793,0
EQOWU07,2019-03-13 07:43:00,MQ,FWA,DFW,859,0
APOBZ08,2019-03-25 15:07:00,FL,ATL,BOS,946,0
COIDD03,2019-07-16 08:52:00,MQ,SGF,DFW,364,0
QKEEO04,2019-11-15 07:05:00,DH,CAE,IAD,401,0
CASAX03,2019-08-15 16:46:00,MQ,DFW,BTR,383,0
LEDCR06,2019-05-21 22:20:00,NW,DTW,GRB,288,0
NJIGE06,2019-07-02 07:54:00,WN,SLC,PHX,507,0
GFCVI04,2019-09-12 11:15:00,DL,PNS,ATL,272,0
LUBUY06,2019-07-18 22:36:00,DL,SAN,ATL,1891,0
EZZMG04,2019-06-23 20:20:00,HP,OAK,LAS,407,0
UNOBS03,2019-09-06 06:32:00,AA,AUS,SJC,1476,0
VISZP02,2019-12-21 14:21:00,AS,JNU,SEA,909,0
XTYQD07,2019-08-31 12:10:00,OH,SDF,CVG,83,0
PZXLS05,2019-06-19 12:10:00,WN,SJC,BUR,296,0
XODMU03,2019-03-14 21:24:00,DL,ATL,SAV,215,0
KLLUJ08,2019-07-22 10:43:00,US,PHL,MCI,1038,0
TVYZR05,2019-11-30 19:38:00,WN,SEA,PHX,1107,0
SGYKB09,2019-01-27 09:02:00,WN,LAS,PDX,762,0
KFAUC06,2019-06-12 07:29:00,HP,PHX,SFO,651,0
GKGOY07,2019-06-10 16:37:00,AA,MIA,LGA,1097,0
RTAXP04,2019-09-19 06:22:00,MQ,CMH,ORD,296,0
RRBJK03,2019-12-19 07:46:00,HP,DTW,PHX,1671,0
AULJK02,2019-06-23 10:10:00,OH,CVG,MCI,539,0
UEXDX03,2019-07-08 14:19:00,B6,LAS,LGB,231,0
RPCWO02,2019-07-12 08:45:00,CO,AUS,IAH,140,0
FVDLB04,2019-02-03 07:25:00,WN,PHX,OAK,646,0
NCGKA09,2019-10-11 15:42:00,FL,SRQ,ATL,445,1
BPWLR01,2019-04-05 21:11:00,MQ,ORD,SGF,438,1
QMYBR08,2019-11-11 15:32:00,AQ,OGG,LIH,202,0
BCXOL08,2019-04-16 11:37:00,UA,SFO,PHL,2521,0
GHMPM06,2019-05-13 06:19:00,DL,PHX,SLC,507,0
AHOHK02,2019-04-16 19:20:00,WN,BWI,PVD,328,0
QFPPR09,2019-12-19 08:56:00,OO,DEN,MTJ,197,0
HQMXL04,2019-01-19 12:08:00,OH,MSN,CVG,373,1
IORJJ06,2019-06-08 06:58:00,EV,HOU,ATL,696,0
GTIQR09,2019-01-31 08:45:00,WN,LAX,BNA,1797,0
SMSFU05,2019-05-07 15:53:00,WN,ONT,OAK,361,1
LRRPV03,2019-07-28 07:42:00,UA,MSY,ORD,837,0
TJGZQ03,2019-10-19 14:01:00,WN,DAL,HOU,239,0
TYLPA09,2019-11-21 15:59:00,B6,BOS,JFK,187,1
DLYGM02,2019-12-14 10:02:00,US,PHL,SJU,1576,1
IUYAE05,2019-02-22 14:39:00,NW,GRB,MSP,252,0
RAXLW06,2019-10-25 07:18:00,XE,CLE,CLT,430,0
YXTEA01,2019-12-16 20:19:00,OO,ORD,CAK,344,1
LVPVH08,2019-04-22 20:10:00,OO,PHX,LAX,370,0
OOKWH05,2019-10-11 11:10:00,WN,LAS,BUR,223,0
IKULQ01,2019-10-20 07:35:00,OO,SJC,SBA,234,0
MKNJR02,2019-03-01 06:37:00,OO,RDD,SFO,199,0
IVMGW04,2019-07-28 05:58:00,FL,JAX,ATL,270,0
CSAKV07,2019-11-06 14:35:00,WN,MHT,BNA,938,0
MCKKO08,2019-01-15 19:14:00,MQ,RDU,JFK,426,0
RWFBA04,2019-08-01 17:22:00,UA,BWI,DEN,1491,0
UATFZ01,2019-11-11 06:50:00,OH,CAE,LGA,617,0
KJPRM02,2019-08-06 08:29:00,DH,IAD,JFK,228,0
ZVTGV09,2019-04-29 11:10:00,US,SEA,PHX,1107,0
RERRB01,2019-06-29 19:11:00,AA,ICT,DFW,328,1
SKMTA04,2019-06-30 10:21:00,NW,LAX,DTW,1979,0
TCXGS07,2019-10-28 10:30:00,WN,STL,HOU,687,0
DIQVO07,2019-05-05 15:30:00,FL,BWI,DAY,406,0
VDFQV07,2019-05-16 20:47:00,US,LAS,PDX,762,0
AMIFI09,2019-06-17 11:43:00,YV,MCI,IAD,926,1
LIJHF04,2019-02-09 12:14:00,DL,ATL,HNL,4502,0
WKWWP09,2019-02-13 17:18:00,EV,TYS,ATL,152,0
FJWJK02,2019-04-09 09:23:00,MQ,PIT,ORD,412,0
OVMGA09,2019-02-27 08:58:00,EV,ATL,PIA,564,0
FYDNN04,2019-01-14 12:18:00,UA,SFO,SLC,599,0
FTCHH03,2019-09-03 09:04:00,B6,LGB,JFK,2465,0
XAFSR08,2019-12-06 18:44:00,AA,STL,SAN,1558,0
DZGDO02,2019-07-19 14:48:00,AA,BNA,ORD,409,0
LDLVZ07,2019-07-30 18:17:00,AA,DFW,EGE,720,1
WHNRB01,2019-04-27 20:51:00,OO,ORD,FWA,157,0
TVHFI05,2019-01-17 06:00:00,WN,OAK,SAN,446,0
VKNWO07,2019-02-06 14:40:00,XE,IAH,BRO,308,0
IAZZF09,2019-02-19 08:00:00,UA,ABQ,DEN,349,0
RBEQZ06,2019-05-03 13:42:00,HA,HNL,KOA,163,0
DTBLD06,2019-04-14 16:50:00,NW,MEM,DTW,610,0
VPALO07,2019-06-05 16:45:00,AA,ORD,DFW,802,0
UOJUZ01,2019-05-17 08:07:00,AS,SEA,ANC,1449,0
OMTLV08,2019-09-01 12:27:00,OO,BZN,ORD,1186,0
IRJGJ06,2019-05-29 13:03:00,AA,ELP,DFW,551,0
HBZHB07,2019-01-22 11:37:00,XE,MSP,CLE,622,0
QPZAG02,2019-04-18 19:19:00,XE,IAH,BTR,253,0
XPTKO05,2019-10-31 06:46:00,TZ,MDW,DCA,601,0
AHSTH02,2019-10-10 14:30:00,FL,ATL,DAY,432,0
RRHKZ06,2019-04-15 11:37:00,OH,IAD,CVG,388,0
OGCFY07,2019-12-21 07:26:00,NW,IND,LAX,1814,0
TCCPX05,2019-06-06 06:39:00,US,DCA,BOS,399,0
WOSMQ09,2019-09-29 09:02:00,NW,DTW,JAX,814,0
LYHOZ06,2019-05-11 06:20:00,EV,PWM,ATL,1027,0
NGQFN05,2019-10-16 20:40:00,WN,BUR,LAS,223,1
OKMJK07,2019-05-13 06:38:00,UA,BOS,SFO,2704,0
GYHQA06,2019-03-03 13:36:00,MQ,ORD,CMI,135,0
UXLMW01,2019-02-12 09:27:00,HP,ELP,PHX,347,1
LCQSX03,2019-07-24 12:54:00,MQ,ORD,CMI,135,0
DLGLU05,2019-07-31 20:00:00,FL,CLT,ATL,227,1
VSMHH06,2019-11-18 11:25:00,WN,BNA,CMH,338,0
RLOIS04,2019-11-04 21:38:00,US,CLT,RIC,256,0
MZYVA04,2019-09-14 21:09:00,UA,DEN,SJC,948,1
DDRJO03,2019-06-06 15:00:00,AA,SAN,DFW,1171,0
VAZDD09,2019-10-31 12:15:00,AA,DEN,DFW,641,1
FDFCS02,2019-02-08 11:18:00,WN,PHL,PVD,238,1
XLXSA04,2019-05-10 16:41:00,YV,PHX,LGB,355,0
EGGFD02,2019-05-20 18:00:00,F9,DEN,PDX,992,1
FDZUJ06,2019-11-12 20:04:00,UA,ORD,SEA,1721,0
UKVGI02,2019-08-19 12:07:00,XE,CHS,EWR,628,1
NKDPS06,2019-01-07 09:30:00,UA,ORD,TPA,1012,0
XEDYS04,2019-09-13 08:15:00,WN,BUR,LAS,223,0
ZQIYY06,2019-07-01 05:31:00,HA,HNL,KOA,163,0
PJLNL07,2019-07-28 11:55:00,WN,LAX,TUS,451,0
DQWRY07,2019-06-18 16:33:00,US,MCO,DCA,759,0
RJLCI07,2019-01-07 13:25:00,FL,ATL,BWI,576,0
IVPZS04,2019-09-24 22:11:00,B6,LGA,FLL,1076,1
CANVC07,2019-03-23 11:57:00,AA,BNA,DFW,631,0
GIDKO03,2019-04-19 06:52:00,AA,IND,DFW,762,0
IRVTV06,2019-08-31 07:30:00,WN,ELP,PHX,347,0
ABPEJ08,2019-04-29 09:13:00,WN,PHX,BNA,1448,0
YLFBU01,2019-08-09 05:57:00,NW,GRB,DTW,288,0
KPEFT08,2019-04-17 07:25:00,XE,IAH,PHX,1009,0
PGUXC09,2019-04-04 18:34:00,OO,CPR,SLC,320,0
RSTNS04,2019-06-25 15:44:00,DL,ORF,ATL,516,1
CTRNR01,2019-03-29 20:35:00,XE,IAH,AMA,519,0
UMHAB01,2019-11-08 16:37:00,MQ,BTR,DFW,383,0
MHVQX02,2019-11-19 07:15:00,EV,ATL,BWI,576,0
FIOUL08,2019-05-13 19:18:00,US,CLT,PHX,1774,0
JHQJB06,2019-03-02 09:52:00,US,DCA,BUF,296,0
TPXAE09,2019-03-29 08:11:00,NW,TPA,DTW,983,0
MNPHJ06,2019-08-25 09:38:00,WN,SMF,PHX,647,0
CHBRI08,2019-12-07 14:48:00,MQ,DFW,CRP,354,0
RARJX01,2019-06-28 23:48:00,EV,CVG,JAN,555,1
DGILX03,2019-07-09 13:20:00,DH,IAD,CHS,441,1
TBTIL02,2019-09-27 20:14:00,WN,MHT,MCO,1142,0
FEPDJ02,2019-04-13 15:00:00,WN,ABQ,AMA,277,0
ITMSP06,2019-05-21 07:21:00,NW,DTW,BOS,632,0
TZHQM08,2019-02-04 13:25:00,WN,LAX,PHL,2401,1
NNLHF03,2019-04-10 12:12:00,UA,IAD,SFO,2419,0
PZZKA05,2019-10-01 11:40:00,WN,LAS,HOU,1235,0
KZQBO05,2019-08-10 12:37:00,WN,SJC,BUR,296,0
MRLIR09,2019-01-14 08:40:00,OH,CVG,SDF,83,0
MVEEK02,2019-07-02 07:48:00,OO,LAX,YUM,237,0
UUYBD02,2019-10-14 09:40:00,US,RIC,PHL,198,0
QQGLP06,2019-08-03 09:00:00,WN,SJC,BUR,296,0
NHDMU06,2019-06-11 15:23:00,XE,JAN,IAH,351,0
UFLKK02,2019-03-03 16:34:00,B6,JFK,FLL,1069,0
RYSFR09,2019-09-11 13:55:00,US,SNA,LAS,226,0
TWHUN09,2019-06-08 20:55:00,WN,STL,OMA,342,0
BTKKS06,2019-10-21 15:31:00,OO,LAX,FAT,209,1
NYWFF09,2019-02-13 08:56:00,CO,FLL,EWR,1065,0
VNXCH03,2019-03-18 09:31:00,OO,GEG,SEA,224,0
ZTBYV04,2019-06-04 18:49:00,DL,ATL,SNA,1919,1
PDNOZ03,2019-07-06 14:40:00,WN,TPA,RDU,587,0
UFWVP05,2019-04-06 14:23:00,XE,BTV,CLE,489,0
WAHRX05,2019-09-30 18:02:00,WN,ONT,SMF,389,0
SNDXY06,2019-06-20 07:45:00,AA,SFO,JFK,2586,0
TTIOO03,2019-05-14 18:45:00,EV,TRI,ATL,227,0
PIFHL03,2019-01-06 12:21:00,NW,RSW,FNT,1138,1
RYMJY02,2019-04-22 09:11:00,MQ,LAX,SBA,89,1
XNAOC04,2019-09-02 10:45:00,OH,BTV,CVG,702,0
ZGMIQ03,2019-05-10 19:55:00,US,PHL,ORF,211,0
UFTNG03,2019-02-21 12:13:00,AA,DTW,MIA,1145,0
NRTDF08,2019-10-13 12:24:00,US,RDU,CLT,130,0
NQOFF08,2019-02-01 17:09:00,AA,DFW,ATL,732,0
KJLWV07,2019-03-13 22:06:00,AA,DFW,ABQ,569,0
BONTX04,2019-02-19 08:52:00,FL,PBI,ATL,545,0
IGLXX02,2019-03-17 12:30:00,DL,CVG,LAX,1900,0
LIKVX07,2019-09-02 21:52:00,DL,ATL,DFW,732,1
PJCFQ03,2019-06-21 10:53:00,US,CLT,MEM,512,0
ORZSM06,2019-01-06 10:38:00,OO,EUG,SFO,451,0
BUTDF03,2019-10-22 12:54:00,NW,DFW,MSP,852,0
DWPSE04,2019-11-08 22:51:00,AA,LAX,IAD,2288,0
SCBSK03,2019-09-23 21:27:00,B6,JFK,BNA,766,0
HIEXP03,2019-07-16 07:50:00,TZ,LGA,MDW,725,0
JZKRE04,2019-02-15 12:45:00,AA,LGA,DFW,1389,0
BZWZR03,2019-09-21 18:00:00,OO,LAX,SNA,36,0
SDCJE05,2019-01-18 11:29:00,CO,EWR,LAS,2227,0
YBAJN03,2019-06-24 08:08:00,DL,DTW,ATL,594,0
UEGAQ07,2019-11-23 16:09:00,OO,SLC,ABQ,493,0
QPXFY04,2019-04-30 21:55:00,US,CLT,PIT,366,1
DJYTB08,2019-12-05 07:16:00,NW,MSP,DEN,680,0
ZWDQV09,2019-08-31 15:41:00,AA,DFW,SNA,1205,0
RDPCS06,2019-05-07 12:12:00,DL,ABQ,ATL,1269,1
CWOZU08,2019-12-21 13:51:00,CO,FLL,EWR,1065,0
JINVI03,2019-07-24 19:35:00,NW,MEM,SDF,320,1
WDPML03,2019-01-31 19:53:00,US,PDX,LAS,762,0
GHFSR03,2019-08-13 18:45:00,YV,ORD,GSP,577,0
EQGIE08,2019-06-29 16:19:00,AA,DFW,BOS,1562,0
MIPIQ09,2019-07-17 18:02:00,MQ,RDU,LGA,431,0
TGIXD04,2019-12-03 18:26:00,OO,DEN,TYS,1162,0
QHGGE08,2019-10-22 12:37:00,DL,SMF,ATL,2092,0
CCDZB06,2019-04-09 15:15:00,CO,ORD,EWR,719,1
OERJI09,2019-10-18 20:53:00,MQ,SAN,LAX,109,0
JTBXG05,2019-06-09 05:53:00,OO,PSC,DEN,853,0
DLHXX01,2019-08-19 19:29:00,OH,GSP,MCO,449,0
TYHYA09,2019-02-05 17:09:00,US,FLL,PVD,1188,0
QQJCW08,2019-08-03 20:09:00,AS,PDX,LAX,834,0
TSMEO03,2019-11-22 16:07:00,YV,ORD,ROC,528,0
WMYMZ02,2019-09-06 14:53:00,OO,MSO,SLC,436,0
RZBXV03,2019-10-01 18:19:00,AA,MIA,TPA,204,0
MXLAC05,2019-04-16 05:30:00,OH,CHS,LGA,641,0
FVMLC08,2019-08-19 09:39:00,US,CLT,IAD,321,0
HZTTK05,2019-08-16 11:11:00,NW,PHL,MSP,980,0
YMIGL02,2019-04-04 15:12:00,MQ,DFW,BTR,383,0
DATZN08,2019-02-13 14:30:00,WN,ALB,LAS,2237,0
ALVFL06,2019-06-19 12:15:00,WN,ELP,MAF,246,1
REYTD06,2019-03-20 09:53:00,MQ,DFW,AMA,313,1
LTMHQ06,2019-06-10 11:20:00,CO,SAN,IAH,1303,0
MEOMY01,2019-09-10 14:45:00,NW,MEM,DTW,610,0
QTLGT08,2019-07-25 06:50:00,EV,TOL,ATL,549,0
UDKHB01,2019-05-26 20:31:00,FL,ATL,MCI,692,1
KIPOI03,2019-09-26 13:48:00,UA,ORD,ROC,528,0
MDVBE03,2019-05-03 11:55:00,NW,BOS,DTW,632,0
ZEIRC06,2019-07-18 06:00:00,YV,SAV,CLT,213,0
EMPSJ08,2019-12-19 13:54:00,NW,SAN,MSP,1532,0
NQBCY03,2019-06-05 21:10:00,YV,CLT,MSP,930,1
RHTRB09,2019-07-19 08:19:00,B6,ROC,JFK,264,0
FCIQK05,2019-05-10 17:55:00,WN,ELP,PHX,347,0
ONBPS02,2019-09-21 06:38:00,UA,SNA,DEN,846,0
TJNLB04,2019-06-21 12:25:00,EV,ATL,MSY,425,0
QMPTJ03,2019-03-09 13:40:00,OH,STL,JFK,892,1
LRTNX09,2019-02-04 12:40:00,WN,SJC,ONT,333,0
HXNPW01,2019-06-13 07:48:00,CO,IAH,BOS,1597,0
