tenure,totalcharges,seniorcitizen,monthlycharges,gender,partner,dependents,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod
25,2257.75,0,89.15,0,1,1,1,0,1,0,2,2,0,2,0,0,1,0
72,8456.75,0,116.8,0,1,1,1,2,1,2,2,2,2,2,2,2,1,1
16,326.8,0,18.95,1,0,0,1,0,2,1,1,1,1,1,1,2,0,1
71,1389.6,0,20.1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0
9,359.4,0,40.75,0,0,0,0,1,0,0,2,0,0,0,2,0,0,2
8,141.6,0,20.0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3
50,5347.95,1,106.8,0,0,0,1,2,1,0,2,0,2,2,2,1,1,2
19,1045.25,0,58.2,0,0,0,1,0,0,0,2,0,0,2,0,1,0,2
45,3778.1,1,85.7,0,0,0,1,0,1,2,2,0,2,0,0,0,1,0
69,3772.5,0,54.95,0,1,1,0,1,0,0,2,2,0,2,2,2,1,1
24,456.85,0,20.15,0,1,0,1,0,2,1,1,1,1,1,1,1,0,3
54,5760.65,0,108.0,1,0,0,1,2,1,2,2,0,2,2,2,2,1,1
5,126.05,0,19.35,1,1,0,1,0,2,1,1,1,1,1,1,0,0,3
1,50.15,0,50.15,1,0,0,1,0,0,0,2,0,0,0,0,0,1,3
67,7530.8,0,111.2,1,1,1,1,2,1,0,2,2,2,2,2,2,1,0
65,7227.45,1,109.4,0,1,0,1,2,1,2,2,2,0,2,2,0,1,1
35,3756.45,0,106.9,0,1,1,1,0,1,2,0,2,2,2,2,0,1,2
25,510.8,0,19.9,1,0,0,1,0,2,1,1,1,1,1,1,1,0,1
56,4968.0,0,88.9,0,1,1,1,0,1,0,0,0,0,2,2,1,0,0
1,79.95,0,79.95,1,0,0,1,0,1,0,0,0,0,2,0,0,1,2
1,49.95,0,49.95,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2
26,595.5,0,20.65,1,0,0,1,0,2,1,1,1,1,1,1,1,1,1
9,150.35,0,19.5,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0
7,525.0,0,75.15,0,0,0,1,0,1,0,0,2,0,0,0,0,1,2
54,1031.1,1,18.95,0,1,0,1,0,2,1,1,1,1,1,1,2,1,3
8,215.2,0,25.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3
49,4494.65,0,90.4,1,1,1,1,0,1,0,2,2,0,2,0,0,1,1
44,2419.55,0,56.25,0,1,1,1,0,0,2,0,0,2,0,0,0,0,0
71,1766.75,1,24.65,1,0,0,1,2,2,1,1,1,1,1,1,2,1,3
67,1311.3,0,19.8,1,0,0,1,0,2,1,1,1,1,1,1,2,1,3
29,1620.2,0,55.25,0,0,0,1,2,0,0,2,0,0,0,0,1,1,2
15,765.5,0,51.55,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2
19,383.65,0,20.25,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1
70,7930.55,0,108.15,0,1,1,1,2,1,2,2,2,0,2,2,1,1,1
43,1505.35,0,34.0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0
35,3418.2,0,95.5,1,0,0,1,2,1,0,0,2,2,2,0,0,0,2
16,1281.0,1,86.6,1,0,0,1,2,1,0,0,0,0,2,0,0,1,2
29,2263.4,0,75.3,1,1,0,1,0,1,0,0,2,0,0,0,0,1,1
23,1975.85,1,86.8,1,1,0,1,2,1,0,0,0,0,0,2,0,0,2
11,723.35,0,65.15,1,1,1,1,2,0,2,0,0,0,2,0,0,1,0
20,1648.45,1,89.95,1,0,0,1,0,1,0,0,0,0,2,2,0,0,2
1,20.05,0,20.05,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3
5,462.8,0,94.85,1,0,0,1,2,1,0,0,0,0,2,2,0,1,0
70,1433.8,0,19.85,1,1,0,1,0,2,1,1,1,1,1,1,2,0,1
72,7919.8,0,107.7,1,1,1,1,2,1,2,2,0,2,2,2,2,1,1
37,813.3,0,19.8,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3
51,996.95,0,19.85,0,0,0,1,0,2,1,1,1,1,1,1,1,1,0
48,855.1,0,19.25,1,1,0,1,0,2,1,1,1,1,1,1,2,0,3
56,1424.2,0,24.8,1,0,1,1,2,2,1,1,1,1,1,1,2,1,3
12,1238.45,0,99.7,0,0,0,1,2,1,2,2,2,0,0,2,0,1,0
15,711.15,0,51.1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,2
29,1696.2,0,58.75,1,0,0,1,0,0,2,2,0,2,0,0,1,1,2
65,6078.75,0,94.55,1,1,1,1,2,1,2,2,2,2,0,0,2,0,1
44,3471.1,0,77.55,0,0,1,1,2,0,0,2,0,0,2,2,1,1,3
23,1758.6,0,75.6,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
13,788.35,1,59.9,1,0,0,1,0,0,0,2,0,0,2,0,0,1,2
10,914.3,1,89.8,1,1,0,1,2,1,0,0,2,0,0,2,0,1,2
23,405.6,0,20.15,1,0,0,1,0,2,1,1,1,1,1,1,1,0,0
1,24.2,0,24.2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3
16,1461.15,0,94.65,0,1,0,1,0,1,0,2,0,0,2,2,0,1,0
1,20.8,0,20.8,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3
52,1334.5,0,25.6,1,0,1,1,2,2,1,1,1,1,1,1,2,0,1
9,204.55,1,21.25,1,1,0,1,0,2,1,1,1,1,1,1,0,1,3
50,4113.7,1,83.4,0,0,0,1,2,1,2,2,0,0,0,0,0,1,2
70,1411.2,0,20.15,0,1,1,1,0,2,1,1,1,1,1,1,2,1,1
7,497.3,0,69.9,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3
15,994.8,0,69.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1,44.4,0,44.4,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2
8,649.65,0,86.55,1,0,0,1,2,1,0,0,0,0,0,2,0,1,2
10,199.45,0,19.9,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3
11,425.1,0,35.65,1,0,0,0,1,0,0,2,0,2,0,0,0,1,2
14,1058.1,1,80.35,0,0,0,1,2,1,0,0,2,0,0,0,0,1,0
72,5997.1,0,84.3,1,0,0,1,2,0,2,0,2,2,2,2,2,0,1
1,85.0,0,85.0,1,0,0,1,0,1,0,2,0,0,0,2,0,1,2
20,1463.5,1,73.65,1,1,0,1,0,1,0,2,0,0,0,0,0,1,2
70,4504.9,0,64.55,0,1,0,0,1,0,2,2,2,2,2,2,2,0,0
49,5070.4,1,101.55,0,0,0,1,2,1,2,0,0,0,2,2,0,0,1
72,7589.8,0,105.0,0,1,0,1,2,1,2,0,2,0,2,2,2,1,1
1,42.9,0,42.9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2
42,2386.85,0,56.1,1,1,0,1,2,0,2,0,0,0,0,0,1,0,1
72,5016.65,0,72.1,1,1,1,1,2,0,2,2,2,2,0,0,2,0,1
3,242.05,0,78.5,1,0,0,1,0,1,0,0,0,0,2,0,0,1,2
29,572.2,0,19.8,1,0,0,1,0,2,1,1,1,1,1,1,1,1,3
33,3270.25,1,100.6,1,1,0,1,2,1,0,2,0,0,2,2,0,1,0
57,3913.3,0,70.1,0,1,1,1,0,0,2,0,0,0,2,2,1,1,0
54,5064.85,0,95.1,0,0,0,1,2,1,0,0,2,2,0,2,2,1,0
64,6823.4,0,105.25,1,1,0,1,2,1,0,2,0,2,2,2,2,1,2
25,477.6,0,19.15,1,1,1,1,0,2,1,1,1,1,1,1,0,1,3
1,93.85,0,93.85,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2
4,360.1,1,84.6,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2
21,422.7,0,20.35,1,0,0,1,0,2,1,1,1,1,1,1,1,1,3
18,1633.0,0,89.6,1,0,0,1,2,1,0,0,2,0,2,0,1,1,1
1,74.4,1,74.4,1,1,0,1,2,1,0,0,0,0,0,0,0,1,2
57,2782.4,0,49.9,0,1,0,0,1,0,2,0,2,2,0,2,0,1,0
43,1070.15,0,25.1,0,0,1,1,2,2,1,1,1,1,1,1,2,1,2
57,3134.7,0,54.65,1,0,0,1,0,0,0,2,0,2,0,0,1,1,3
16,1581.2,1,96.4,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2
5,470.95,0,85.75,0,1,1,1,0,1,0,0,0,2,2,0,0,1,2
15,295.95,0,20.55,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3
70,5600.15,0,80.15,1,1,1,1,0,0,2,2,2,0,2,2,2,1,1
2,134.7,0,69.8,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
2,91.1,1,49.25,1,0,0,1,0,0,2,0,0,0,0,0,0,1,2
31,3243.45,0,104.2,0,1,1,1,2,1,0,0,2,2,2,2,0,1,2
64,4378.8,0,68.3,0,1,0,1,0,0,0,2,2,2,0,2,2,1,3
72,4549.05,0,60.95,1,1,1,0,1,0,2,0,2,2,2,2,2,0,0
4,225.6,0,50.9,1,1,1,1,2,0,0,0,0,0,0,0,0,1,2
1,45.55,0,45.55,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3
69,7610.1,1,110.55,1,1,0,1,2,1,2,0,2,2,2,2,1,1,3
42,839.4,0,19.55,1,0,0,1,0,2,1,1,1,1,1,1,1,1,3
10,811.8,0,74.15,1,0,0,1,2,1,0,0,0,0,0,0,0,1,3
71,7555.0,0,105.15,0,1,0,1,2,1,0,2,2,0,2,2,2,1,0
63,6603.0,0,103.4,1,1,0,1,2,1,0,2,2,0,2,2,0,1,2
35,3161.6,0,89.65,1,1,1,1,2,1,0,2,0,0,2,0,0,1,0
60,3582.4,0,60.2,1,1,0,0,1,0,0,2,2,2,2,2,0,1,0
31,3186.65,1,99.95,0,0,0,1,2,1,0,2,0,0,2,2,0,1,2
53,1005.7,0,18.7,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3
44,4364.1,0,96.1,0,1,0,1,2,1,0,0,0,0,2,2,0,1,2
42,2203.65,0,50.25,0,1,0,1,2,0,0,0,0,0,0,0,0,1,2
20,375.25,0,19.25,0,1,0,1,0,2,1,1,1,1,1,1,0,0,0
14,1348.9,0,105.95,0,1,0,1,0,1,2,2,0,2,2,2,1,0,3
34,3414.65,0,100.45,0,1,0,1,2,1,0,0,2,0,2,2,0,1,2
7,349.8,0,48.8,0,1,1,1,2,0,0,0,0,0,0,0,0,0,2
8,773.65,0,94.0,1,0,0,1,2,1,0,2,2,0,2,0,0,1,2
68,5974.3,0,89.95,0,1,0,1,2,1,0,0,2,0,2,0,2,1,0
9,181.8,0,20.4,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3
9,923.5,0,98.3,0,0,0,1,2,1,0,0,2,0,2,2,0,0,1
6,450.9,1,74.1,0,0,0,1,0,1,2,0,0,0,0,0,0,1,2
6,502.85,0,80.5,0,1,1,1,2,1,0,0,0,2,0,0,0,1,2
21,1236.15,1,60.05,1,0,0,1,0,0,0,0,2,0,2,0,0,1,0
30,2624.25,0,85.0,0,1,0,1,2,1,0,0,0,0,0,2,0,1,2
10,568.2,0,54.5,1,0,0,1,2,0,2,0,0,0,0,0,0,1,1
11,422.6,0,40.4,0,0,0,0,1,0,0,2,2,2,0,0,1,1,1
55,3046.4,0,57.55,1,1,1,1,0,0,2,2,0,2,0,0,2,0,0
72,7748.75,1,107.4,0,0,0,1,2,1,2,2,2,2,0,2,2,1,0
59,4590.35,1,79.2,0,0,0,1,2,1,0,2,0,0,0,0,2,1,1
55,5509.3,1,100.0,0,0,0,1,2,1,0,0,2,0,2,2,1,1,2
8,160.05,0,19.8,0,1,1,1,0,2,1,1,1,1,1,1,1,0,2
4,368.1,0,90.05,1,0,0,1,2,1,0,2,0,0,0,2,0,1,2
51,4947.55,0,98.85,0,1,0,1,2,1,0,0,2,0,2,2,1,1,2
45,3713.95,0,84.55,1,1,0,1,2,1,2,0,2,0,0,0,0,1,3
5,550.6,0,105.3,1,0,0,1,2,1,0,2,2,0,2,2,0,0,2
12,1057.55,0,89.15,0,0,0,1,2,1,0,2,0,0,0,2,0,1,2
33,2576.8,0,79.0,1,0,0,1,0,1,0,2,2,0,0,0,0,1,1
62,1263.9,0,20.05,1,1,1,1,0,2,1,1,1,1,1,1,2,0,1
54,5645.8,0,104.1,0,1,1,1,2,1,2,2,0,0,2,2,0,1,0
24,2404.85,0,99.65,1,0,0,1,2,1,0,2,0,0,2,2,0,1,0
5,86.05,0,19.45,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3
48,3629.2,0,70.95,1,0,0,1,2,0,2,0,0,2,0,2,1,1,0
9,190.25,0,24.95,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2
1,20.2,0,20.2,0,0,0,1,0,2,1,1,1,1,1,1,0,1,0
57,5464.65,0,95.25,0,0,0,1,0,1,0,0,2,0,2,2,2,1,2
15,1559.25,0,105.35,0,1,1,1,2,1,0,2,2,0,2,2,0,1,0
59,6561.25,0,113.75,1,1,0,1,2,1,2,2,2,2,2,2,2,0,2
41,804.25,0,19.7,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0
68,1686.15,0,25.75,1,1,1,1,2,2,1,1,1,1,1,1,2,0,3
17,330.6,1,20.65,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3
16,1083.7,0,69.1,1,0,1,1,2,0,2,2,0,0,0,2,0,1,2
17,323.15,0,19.9,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0
55,1079.05,0,20.3,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3
12,223.6,0,20.1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3
4,370.65,0,88.45,1,0,0,1,0,1,0,0,0,0,2,2,0,1,2
43,4830.25,1,109.55,0,1,0,1,2,1,2,0,2,2,2,2,1,1,3
46,2473.95,0,55.0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0
5,122.0,0,20.35,1,0,1,1,0,2,1,1,1,1,1,1,0,0,1
18,1199.4,0,69.5,1,0,0,1,2,0,2,0,2,0,2,0,0,0,3
29,540.05,0,20.0,0,1,1,1,0,2,1,1,1,1,1,1,1,0,2
65,5963.95,0,91.55,0,1,1,1,2,0,2,2,2,2,2,2,2,0,0
63,6330.4,0,99.7,1,1,0,1,0,1,2,0,2,0,2,2,2,0,1
67,7804.15,0,118.35,1,0,0,1,2,1,2,2,2,2,2,2,1,1,0
54,4191.45,0,74.55,1,1,0,1,0,0,2,2,0,0,2,2,2,1,0
31,1647.0,0,54.35,1,1,1,1,0,0,0,0,2,2,0,0,0,0,3
72,6614.9,0,91.95,1,1,1,1,2,0,2,2,2,2,2,2,2,1,1
27,581.85,0,20.6,1,0,1,1,0,2,1,1,1,1,1,1,2,0,3
9,373.0,0,39.55,1,0,0,0,1,0,2,2,2,0,0,0,1,0,3
72,1419.4,0,21.15,0,0,0,1,0,2,1,1,1,1,1,1,2,1,0
54,5639.05,0,103.95,0,0,0,1,2,1,2,0,2,0,2,2,1,1,0
13,300.8,0,23.9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
2,63.75,0,30.25,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3
28,2509.25,0,90.45,0,1,1,1,2,1,0,0,0,2,0,2,1,1,2
45,1840.75,0,42.3,1,0,0,0,1,0,2,0,2,2,0,0,1,0,0
60,5985.75,0,99.8,0,1,0,1,2,1,0,2,0,0,2,2,0,1,2
2,164.5,0,79.75,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2
1,19.75,0,19.75,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3
32,2303.35,1,74.9,1,1,0,1,2,1,0,0,0,0,0,0,0,1,2
1,45.3,0,45.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
51,5680.9,0,107.45,0,0,0,1,2,1,2,2,2,0,2,2,1,0,0
60,3590.2,0,59.85,0,1,1,0,1,0,2,0,2,2,2,2,2,0,1
32,2483.05,1,80.3,1,1,0,1,0,1,0,0,0,0,0,2,0,1,1
50,989.05,0,19.75,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0
67,1784.9,0,25.6,1,1,0,1,2,2,1,1,1,1,1,1,2,0,1
13,251.65,0,20.4,1,0,0,1,0,2,1,1,1,1,1,1,0,1,2
1,20.85,1,20.85,0,1,0,1,0,2,1,1,1,1,1,1,0,1,3
2,52.0,0,19.85,0,1,0,1,0,2,1,1,1,1,1,1,0,0,0
45,4747.85,0,103.65,1,0,0,1,2,1,0,0,2,2,2,2,0,1,0
14,771.95,0,55.0,1,0,0,0,1,0,0,0,2,2,2,2,0,1,2
66,5234.95,0,79.85,1,1,1,1,2,0,0,2,2,0,2,2,2,0,0
27,460.25,0,19.4,1,0,0,1,0,2,1,1,1,1,1,1,0,1,1
72,6991.6,0,97.75,1,1,1,1,2,1,2,2,0,2,0,2,2,1,1
3,231.8,1,76.05,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2
13,1135.7,0,91.1,1,0,0,1,0,1,0,0,0,0,2,2,0,1,2
51,5720.35,0,111.55,1,1,0,1,2,1,2,0,2,2,2,2,1,1,2
3,266.8,0,92.0,1,0,0,1,0,1,0,0,0,0,2,2,0,1,2
61,6363.45,0,104.0,1,0,0,1,2,1,2,0,2,0,2,2,1,0,2
70,1328.35,0,19.85,0,1,0,1,0,2,1,1,1,1,1,1,2,0,1
65,6153.85,0,95.5,0,0,0,1,2,1,0,2,2,0,2,0,1,1,2
4,156.1,0,38.55,1,1,1,0,1,0,2,0,0,0,2,0,0,0,1
16,341.35,0,20.15,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2
21,1258.35,0,60.25,0,0,0,1,0,0,2,0,2,2,0,0,1,1,2
1,79.05,0,79.05,1,0,0,1,0,1,0,0,0,0,2,0,0,1,2
17,1108.0,0,69.0,0,0,0,1,2,0,0,0,2,2,2,0,0,1,3
3,204.7,1,70.4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2
4,365.4,0,91.65,0,1,0,1,2,1,0,2,0,0,2,0,0,1,2
59,3958.2,0,66.4,1,1,0,1,0,0,2,2,2,0,2,0,1,0,1
49,918.7,0,19.0,0,1,0,1,0,2,1,1,1,1,1,1,1,0,1
71,3353.4,1,46.35,1,1,0,0,1,0,2,2,2,2,0,0,2,0,1
56,4952.95,0,89.7,1,1,0,1,0,1,0,0,0,0,2,2,0,0,3
59,6152.3,0,107.0,0,1,0,1,2,1,2,2,2,2,0,2,1,1,1
1,19.9,0,19.9,0,1,1,1,0,2,1,1,1,1,1,1,0,1,2
13,1313.25,0,100.75,1,0,0,1,2,1,0,0,0,2,2,2,0,0,2
22,488.25,0,20.25,1,1,1,1,0,2,1,1,1,1,1,1,1,0,0
39,3835.55,0,100.0,1,1,1,1,2,1,0,0,2,0,2,2,1,0,2
27,1927.3,0,69.35,1,0,0,1,0,0,2,0,2,2,2,0,1,0,1
1,49.8,0,49.8,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1
13,1215.6,0,94.1,0,1,0,1,2,1,0,2,2,0,2,0,0,0,2
2,35.85,0,19.6,0,0,1,1,0,2,1,1,1,1,1,1,0,1,2
20,1820.45,0,89.0,1,1,0,1,0,1,0,0,0,0,2,2,0,1,3
7,404.35,0,53.65,0,0,0,1,2,0,2,0,0,0,0,0,0,1,2
31,1848.8,0,59.95,1,1,1,0,1,0,2,0,2,2,2,2,1,0,2
62,1424.6,0,24.25,1,1,1,1,2,2,1,1,1,1,1,1,2,1,0
35,2094.9,0,59.6,1,0,0,1,2,0,2,0,2,0,0,0,0,1,2
64,6171.2,0,99.15,1,0,1,1,0,1,0,2,0,2,2,2,0,1,1
3,134.5,0,44.3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
1,20.45,0,20.45,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3
9,542.4,0,59.9,1,0,0,1,2,0,0,0,0,0,0,2,0,0,3
52,1012.4,0,19.6,0,1,1,1,0,2,1,1,1,1,1,1,1,0,1
40,3132.75,0,80.8,1,1,0,1,0,1,0,2,2,0,0,0,1,0,2
2,94.55,1,66.4,1,0,0,1,0,0,2,0,2,0,2,0,0,0,0
47,4871.05,1,100.05,1,1,0,1,2,1,0,0,2,0,2,2,0,1,2
11,1129.75,0,100.75,0,0,0,1,2,1,0,0,2,0,2,2,0,1,2
72,1304.8,0,19.3,1,1,0,1,0,2,1,1,1,1,1,1,2,0,1
38,3887.25,0,104.85,1,0,0,1,2,1,2,2,0,0,2,2,1,1,2
69,6998.95,1,105.4,0,1,0,1,2,1,0,2,0,2,2,2,2,0,1
1,25.35,0,25.35,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
72,1797.1,0,25.4,1,1,0,1,2,2,1,1,1,1,1,1,2,0,3
72,5899.85,1,84.45,1,1,0,1,2,0,2,2,2,0,2,2,2,0,1
62,6383.35,1,103.75,1,1,0,1,2,1,0,2,2,0,2,2,1,1,2
51,4267.15,0,86.35,1,0,0,1,0,1,2,0,0,0,2,0,1,0,3
37,784.25,0,19.85,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3
37,2302.35,0,61.45,1,0,1,1,0,0,2,2,0,2,0,0,2,0,1
3,233.65,0,74.55,0,0,0,1,0,1,2,0,0,0,0,0,0,1,2
11,729.95,0,61.25,1,0,0,1,0,0,0,2,0,0,2,0,1,1,2
35,2576.2,0,75.2,1,1,0,1,2,1,0,0,0,0,0,0,0,1,2
71,6585.35,0,93.7,0,1,0,1,2,1,0,0,0,0,2,2,2,1,0
22,2157.3,0,93.2,1,0,0,1,0,1,0,2,0,0,2,2,0,1,3
60,5611.75,0,97.2,0,1,0,1,0,1,2,0,0,2,2,2,2,1,2
1,70.6,1,70.6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3
24,1218.25,0,49.7,1,0,0,1,0,0,0,2,0,0,0,0,0,1,3
34,2896.6,0,85.35,0,0,0,1,2,1,0,0,0,0,2,0,0,0,2
20,347.65,0,18.9,0,0,0,1,0,2,1,1,1,1,1,1,0,1,1
71,1672.1,0,23.85,0,1,0,1,2,2,1,1,1,1,1,1,2,0,3
38,963.95,0,25.05,1,1,1,1,2,2,1,1,1,1,1,1,2,0,1
10,251.6,0,25.7,1,0,0,1,2,2,1,1,1,1,1,1,2,0,0
72,1463.45,0,19.55,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0
7,655.5,0,95.0,1,0,0,1,2,1,0,0,0,0,2,2,0,0,3
16,1212.85,0,75.1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0
18,669.85,0,39.05,0,1,0,0,1,0,0,0,2,0,2,0,0,1,2
8,583.45,1,80.45,1,1,1,1,0,1,0,0,0,0,2,0,0,1,1
8,158.35,0,20.25,1,1,0,1,0,2,1,1,1,1,1,1,0,0,3
1,19.25,0,19.25,0,0,0,1,0,2,1,1,1,1,1,1,0,1,0
50,1013.2,0,19.8,1,1,0,1,0,2,1,1,1,1,1,1,2,0,2
67,1733.15,0,25.25,0,1,0,1,2,2,1,1,1,1,1,1,2,1,1
47,3021.45,0,66.05,0,1,0,1,0,0,2,0,2,0,2,0,1,1,1
12,228.75,0,19.3,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3
5,425.9,0,85.4,0,0,0,1,0,1,0,0,0,2,0,2,0,1,1
49,2583.75,0,52.15,0,1,0,1,2,0,0,0,0,0,0,0,0,1,1
1,70.3,0,70.3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2
13,842.25,0,67.8,0,0,0,1,0,0,2,2,0,2,0,2,0,0,0
1,25.05,1,25.05,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2
32,2931.0,1,93.2,0,1,0,1,2,1,0,0,0,0,2,2,0,1,2
44,2958.95,0,68.85,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
27,501.35,0,19.15,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3
39,1630.4,0,40.3,0,0,0,0,1,0,2,2,0,2,0,0,1,1,0
45,2319.8,0,54.15,0,1,1,1,0,0,0,2,0,2,0,0,1,1,1
68,2983.65,0,44.8,1,1,1,0,1,0,2,2,0,0,2,0,1,0,3
2,38.7,0,20.65,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3
66,6615.15,0,102.45,0,1,1,1,2,1,0,2,2,0,2,2,1,1,1
4,146.4,0,42.4,1,0,0,0,1,0,2,2,0,2,0,0,0,0,3
25,853.0,0,34.0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0
59,3005.8,0,51.7,1,0,0,0,1,0,0,0,0,2,2,2,0,1,2
67,2545.7,0,35.7,0,1,1,0,1,0,2,0,0,2,0,0,2,0,1
20,927.15,0,44.35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
4,302.75,0,80.85,0,1,1,1,0,1,0,0,0,0,0,2,0,0,2
2,190.05,0,90.0,1,1,1,1,0,1,0,0,2,2,0,2,0,0,1
1,19.55,0,19.55,1,0,1,1,0,2,1,1,1,1,1,1,0,0,3
1,19.1,0,19.1,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3
72,8065.65,0,110.65,0,1,0,1,2,1,2,2,2,0,2,2,2,1,1
68,2965.75,1,41.95,1,1,0,0,1,0,2,2,2,0,0,0,2,1,2
46,4903.2,0,108.65,1,0,0,1,2,1,0,2,2,2,2,2,2,0,2
1,70.65,0,70.65,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3
30,576.65,0,19.8,1,1,0,1,0,2,1,1,1,1,1,1,1,0,1
18,810.7,1,48.35,0,1,0,0,1,0,0,0,2,0,2,2,0,1,2
11,1222.05,0,96.2,0,1,0,1,2,1,2,0,0,2,2,0,0,1,1
60,6339.45,1,104.35,1,1,0,1,2,1,0,2,2,0,2,2,1,1,2
72,7261.25,0,101.3,0,0,0,1,2,1,2,2,2,0,2,0,2,1,0
5,453.4,0,96.1,1,0,0,1,0,1,0,0,0,2,2,2,0,1,2
57,5921.35,0,104.5,0,1,0,1,2,1,0,2,2,0,2,2,0,1,1
52,928.4,0,19.65,1,0,1,1,0,2,1,1,1,1,1,1,1,0,1
11,245.2,0,23.15,1,0,0,1,2,2,1,1,1,1,1,1,0,0,1
72,6201.95,0,88.6,1,0,0,1,2,0,0,2,2,2,2,2,2,1,0
69,5897.4,0,85.35,0,0,0,1,2,0,2,0,2,2,2,2,2,1,1
68,2796.35,0,39.9,1,0,0,0,1,0,0,0,2,0,0,2,0,1,0
69,7467.55,1,110.25,0,0,0,1,2,1,2,0,2,2,2,2,2,0,1
8,153.95,0,19.9,1,1,1,1,0,2,1,1,1,1,1,1,1,0,1
3,75.45,0,20.05,1,0,1,1,0,2,1,1,1,1,1,1,0,1,3
10,521.0,0,53.7,1,1,1,0,1,0,2,2,2,2,0,2,2,0,1
1,25.75,0,25.75,0,0,0,1,2,2,1,1,1,1,1,1,0,1,3
10,298.45,0,33.9,1,0,0,0,1,0,0,0,0,0,0,2,0,1,3
72,6129.2,0,85.3,0,1,1,1,0,0,2,2,2,2,2,2,2,0,0
20,2239.65,0,105.85,0,1,1,1,2,1,0,2,2,0,2,2,0,1,0
7,477.55,0,69.2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
23,470.6,0,20.3,0,0,0,1,0,2,1,1,1,1,1,1,0,1,0
48,4473.45,0,96.9,1,1,0,1,2,1,2,2,2,0,2,0,2,1,0
56,1971.5,0,36.1,1,1,1,0,1,0,0,2,2,0,0,0,1,1,1
27,561.15,0,19.6,0,0,0,1,0,2,1,1,1,1,1,1,2,1,3
4,77.6,0,20.5,1,1,1,1,0,2,1,1,1,1,1,1,0,1,3
70,6994.8,0,101.1,1,1,1,1,0,1,2,2,2,2,2,0,2,1,1
