order_id,product_id,add_to_cart_order,reordered
1038668,47248,24,0
1038668,6799,25,1
1038668,35221,26,0
1038668,43565,27,1
1038668,35077,28,0
1038668,2408,29,0
1038668,47766,30,0
1038668,7991,31,1
1038839,23644,1,1
1038839,28851,2,1
1038839,24632,3,0
1038839,49131,4,0
1038839,15613,5,1
1038839,33198,6,1
1039129,49235,1,1
1039233,15392,1,1
1039233,2480,2,1
1039233,7948,3,0
1039233,41950,4,1
1039233,9808,5,1
1039233,44987,6,1
1039233,5989,7,1
1039233,23165,8,1
1039233,18465,9,1
1039233,2078,10,1
1039233,19019,11,1
1039233,32109,12,1
1039802,3085,1,0
1039802,37997,2,0
1039802,37067,3,0
1039802,19057,4,1
1039802,21137,5,1
1039802,27104,6,0
1039802,22935,7,1
1039802,28985,8,1
1039802,30391,9,1
1039802,41540,10,1
1039802,18234,11,1
1039802,15803,12,1
1039802,48679,13,1
1039802,47209,14,1
1039802,35968,15,1
1039802,42768,16,1
1039802,20127,17,1
1039802,30776,18,1
1039802,9604,19,1
1039867,11182,1,1
1039867,3887,2,0
1039867,7235,3,0
1039867,15872,4,0
1039867,8153,5,0
1039867,45116,6,0
1039867,32303,7,0
1039867,33568,8,0
1040046,4809,1,1
1040046,40198,2,1
1040046,31678,3,1
1040362,24852,1,1
1040362,4920,2,1
1040362,37103,3,0
1040362,32041,4,0
1040362,41406,5,0
1040362,48790,6,0
1040362,15802,7,0
1040362,49030,8,0
1040362,13718,9,0
1040362,4895,10,0
1040850,8075,1,0
1040850,18849,2,1
1040850,13176,3,1
1040850,30480,4,1
1040850,26209,5,1
1040850,43621,6,1
1040850,28986,7,1
1041178,38311,1,1
1041178,18550,2,1
1041178,32267,3,1
1041178,16321,4,0
1041178,37276,5,0
1041564,907,1,0
1041564,22178,2,0
1041564,5351,3,1
1041841,23554,1,1
1041841,29650,2,0
1041841,21903,3,0
1041841,10749,4,0
1041841,14332,5,0
1041841,32123,6,0
1041841,41593,7,0
1041841,18370,8,0
1041841,781,9,0
1041841,31343,10,0
1041841,33000,11,1
1041869,13176,1,0
1041869,31141,2,0
1041869,19767,3,0
1042848,45747,1,0
1042848,44632,2,0
1042848,21709,3,0
1042848,24852,4,0
1042848,4462,5,0
1042848,39877,6,0
1042848,45123,7,0
1042848,49383,8,0
1042848,7872,9,0
1042848,36389,10,0
1042848,18670,11,0
1043117,43654,1,1
1043117,44008,2,1
1043117,9839,3,1
1043117,41658,4,1
1043117,43295,5,1
1043117,38264,6,1
1043117,4138,7,1
1043117,22935,8,1
1043117,31717,9,1
1043117,36256,10,1
1043117,42701,11,1
1043117,48230,12,1
1043117,28985,13,1
1043117,26209,14,1
1043117,5322,15,1
1043117,40396,16,1
1043117,5073,17,1
1043117,2205,18,1
1043117,8277,19,1
1043117,49,20,1
1043117,42585,21,1
1043117,10246,22,1
1043117,5652,23,1
1043117,16044,24,1
1043117,29256,25,1
1043117,13629,26,1
1043117,10715,27,1
1043117,6631,28,1
1043117,36313,29,1
1043117,31562,30,1
1043117,46696,31,1
1043117,25010,32,1
1043117,4605,33,0
1043117,22825,34,0
1043117,24810,35,0
1043117,8174,36,0
1043117,48057,37,0
1043117,39877,38,1
1043875,24964,1,1
1044172,13575,1,1
1044172,10509,2,1
1044172,26348,3,1
1044172,49235,4,1
1044172,31651,5,1
1044672,34362,1,0
1044672,33168,2,0
1044672,14218,3,0
1044672,1541,4,0
1044672,24852,5,0
1044672,9076,6,0
1044672,3919,7,0
1044672,9995,8,0
1044672,19584,9,0
1044672,43279,10,0
1044672,13899,11,0
1045073,42629,1,0
1045073,43986,2,0
1045073,31474,3,0
1045169,24852,1,0
1045169,8518,2,0
1045169,21938,3,0
1045169,21137,4,0
1045169,7746,5,0
1045169,26307,6,0
1045169,17900,7,0
1045169,28326,8,0
1045169,14764,9,0
1045350,46654,1,1
1045350,19660,2,1
1045350,30252,3,1
1045350,40852,4,1
1045350,10132,5,1
1045350,13049,6,0
1045350,47087,7,1
1045350,21413,8,1
1045350,42356,9,0
1045350,21417,10,0
1046243,37519,1,0
1046243,40310,2,0
1046243,24852,3,0
1046243,39581,4,0
1046650,40199,1,0
1046650,6184,2,0
1046801,24838,1,1
1046801,21616,2,1
1046801,13829,3,1
1046801,2314,4,1
1046801,18370,5,1
1046801,42221,6,1
1046801,6972,7,1
1046801,5989,8,1
1046801,19478,9,1
1046801,2078,10,1
1046801,19019,11,1
1046801,32109,12,1
1046872,40454,1,0
1046872,31610,2,0
1046872,38495,3,0
1046872,4798,4,0
1046872,41608,5,0
1046872,31981,6,1
1046872,36973,7,0
1047029,25466,1,0
1047091,18156,1,0
1047091,15588,2,0
1047091,22882,3,0
1047091,28634,4,0
1047091,18346,5,0
1047282,27845,1,1
1047282,26209,2,1
1047282,27243,3,0
1047282,42623,4,1
1047282,48297,5,0
1047282,42625,6,1
1047282,13984,7,1
1047282,49683,8,1
1047282,44142,9,1
1047282,18811,10,1
1047720,16797,1,1
1047720,24759,2,1
1047720,4377,3,1
1047720,32793,4,1
1047720,44799,5,1
1047720,2538,6,1
1047720,38768,7,0
1047720,4605,8,0
1047720,26209,9,1
1047720,16521,10,1
1047941,44683,1,1
1047941,16797,2,0
1047941,36068,3,0
1047941,16283,4,1
1047941,12542,5,0
1047941,11266,6,0
1047941,10258,7,0
1047941,30827,8,1
1048068,39180,1,1
1048068,5077,2,1
1048068,39619,3,1
1048068,32734,4,1
1048068,34466,5,1
1048068,9463,6,1
1048068,7314,7,1
1048068,45464,8,1
1048068,39557,9,1
1048068,24082,10,1
1048068,45374,11,1
1048068,7652,12,0
1048068,48857,13,0
1048068,19048,14,1
1048068,23236,15,0
1048068,28123,16,0
1048068,30013,17,0
1048283,12341,1,1
1048283,6184,2,1
1048283,13176,3,1
1048283,11759,4,1
1048660,17948,1,1
1048660,35140,2,1
1048660,42625,3,0
1048660,41757,4,1
1048660,28309,5,0
1048793,49235,1,1
1048793,14696,2,1
1048793,33120,3,1
1048793,432,4,1
1048793,12456,5,0
1048793,8006,6,0
1048793,18880,7,0
1048793,18963,8,0
1048793,47766,9,1
1048793,37687,10,0
1048793,9047,11,0
1048793,18465,12,0
1048822,49583,1,1
1048822,16560,2,1
1048822,14491,3,1
1048822,24125,4,1
1048822,27423,5,1
1048822,5337,6,1
1048822,35522,7,1
1048822,36036,8,1
1048822,40198,9,1
1048822,17872,10,1
1048822,36011,11,1
1048822,6532,12,1
1048822,29941,13,1
1048822,47209,14,1
1048822,26604,15,1
1048822,37033,16,1
1048822,13708,17,1
1048822,7175,18,1
1048822,38374,19,0
1048822,38557,20,0
1048822,14553,21,1
1048822,36550,22,1
1048822,12756,23,0
1048822,5206,24,1
1048834,24955,1,0
1048834,38608,2,1
1048834,6182,3,1
1048834,30169,4,1
1048834,45066,5,1
1048834,4920,6,1
1048834,44479,7,1
1048834,46979,8,0
1048834,7628,9,1
1048834,42265,10,0
1048834,21408,11,1
1048834,25747,12,1
1048834,16349,13,0
1048834,9366,14,0
1048834,43560,15,1
1048834,15510,16,1
1048834,36724,17,0
1048834,24024,18,1
1048882,20549,1,1
1048882,8518,2,0
1048882,21903,3,1
1048882,40604,4,1
1048882,29447,5,1
1048882,21137,6,1
1049170,32869,1,0
1049170,23919,2,0
1049170,40055,3,0
1049170,3546,4,0
1049170,7010,5,0
1049170,33731,6,0
1049170,28250,7,0
1049170,28424,8,0
1049170,42585,9,0
1049170,33015,10,0
1049170,39619,11,0
1049170,19366,12,0
1049170,33120,13,0
1049170,2295,14,0
1049170,10749,15,0
1049302,30252,1,1
1049302,22935,2,1
1049302,46654,3,1
1049302,21019,4,1
1049302,43945,5,1
1049302,19706,6,0
1049302,7676,7,0
1049302,14197,8,0
1049638,10070,1,1
1049638,13176,2,1
1049638,41220,3,1
1049638,6341,4,1
1049638,23765,5,1
1049638,48679,6,1
1049638,21903,7,1
1049638,19398,8,1
1049638,31506,9,1
1049638,46969,10,1
1049638,39275,11,1
1049638,39303,12,1
1049638,47209,13,1
1049638,14376,14,1
1049638,42356,15,0
1049638,44372,16,0
1049688,40852,1,1
1049688,5785,2,1
1049688,10017,3,1
1049688,24852,4,1
1049688,41950,5,1
1049688,5652,6,1
1049688,117,7,1
1049688,32486,8,0
1049688,42768,9,1
1049835,35921,1,0
1049835,24382,2,0
1049835,33318,3,0
1049835,27548,4,0
1049835,40009,5,0
1049835,48092,6,0
1049896,42460,1,1
1049896,2839,2,1
1049896,28264,3,1
1049896,16797,4,1
1049896,24852,5,1
1049896,46706,6,1
1049896,45588,7,1
1049896,45234,8,0
1049896,2922,9,0
1049896,16965,10,0
1049896,12909,11,1
1049896,34862,12,1
1049896,13083,13,1
1049896,3919,14,1
1049896,7930,15,1
1049896,41787,16,1
1049928,35951,1,1
1049928,35883,2,0
1049928,39166,3,1
1049928,48110,4,0
1049928,14678,5,1
1049928,34939,6,0
1049928,26209,7,1
1049928,10960,8,0
1049928,21707,9,0
1049928,2314,10,0
1049928,10246,11,1
1050112,35951,1,1
1050112,30391,2,1
1050112,13176,3,1
1050112,21616,4,1
1050112,16521,5,0
1050112,5973,6,1
1050112,16759,7,0
1050112,24489,8,0
1050112,26384,9,1
1050112,40268,10,1
1050112,21405,11,0
1050112,22721,12,0
1050112,6218,13,1
1050112,11849,14,0
1050460,14129,1,0
1050460,8277,2,1
1050460,30489,3,1
1050460,4366,4,1
1050460,38827,5,1
1050460,21137,6,1
1050460,27156,7,1
1050460,13176,8,1
1050460,18362,9,1
1050460,1003,10,1
1050460,41177,11,1
1050460,28199,12,1
1050460,10912,13,1
1050460,12745,14,1
1050460,24838,15,1
1050460,12341,16,1
1050460,36550,17,1
1050567,19894,1,0
1050567,6962,2,0
1050567,11408,3,1
1050567,44329,4,1
1050567,27845,5,1
1050567,44359,6,1
1050567,38383,7,1
1050567,41220,8,0
1050567,24964,9,1
1050567,30720,10,1
1050567,13176,11,1
1050567,37646,12,0
1050567,39475,13,1
1050567,25920,14,0
1050567,27413,15,1
1050567,17803,16,1
1050567,14715,17,1
1050567,41065,18,0
1050567,8518,19,1
1050573,3988,1,1
1050573,21137,2,1
1050573,39275,3,1
1050573,27966,4,0
1050696,25783,1,1
1050696,6631,2,1
1050696,33397,3,0
1050741,8277,1,1
1050741,47672,2,1
1050741,4799,3,0
1050741,35108,4,0
1050741,1940,5,1
1050741,24964,6,1
1050741,37119,7,1
1050741,24852,8,1
1050881,49235,1,0
1050881,44632,2,0
1050881,29500,3,0
1050881,32463,4,0
1050881,8309,5,0
1050881,14870,6,0
1050881,33214,7,0
1050881,26620,8,0
1050881,38656,9,0
1050881,6069,10,0
1050881,17224,11,0
1050881,8277,12,0
1050881,47229,13,0
1050881,28465,14,0
1050881,20119,15,0
1050881,49192,16,0
1050881,25629,17,0
1050881,23576,18,0
1050881,24549,19,0
1050881,13176,20,0
1050932,5621,1,0
1050932,28985,2,0
1050932,23001,3,1
1050932,49533,4,0
1050932,40377,5,1
1050932,16797,6,1
1050932,47029,7,1
1050932,23165,8,1
1051400,1559,1,1
1051400,28199,2,1
1051400,40788,3,1
1051400,24852,4,0
1051400,32747,5,0
1051400,5449,6,1
1051400,6860,7,0
1051400,26369,8,0
1051740,47209,1,1
1051740,21628,2,1
1051740,40331,3,1
1052080,14766,1,1
1052101,36735,1,1
1052101,27104,2,1
1052101,30776,3,1
1052101,17794,4,1
1052101,35951,5,1
1052101,9825,6,1
1052101,27695,7,1
1052101,48287,8,1
1052101,47005,9,1
1052101,45608,10,0
1052101,44533,11,1
1052156,31912,1,1
1052510,5612,1,0
1052510,47766,2,0
1052510,17948,3,0
1052510,24489,4,0
1052510,19548,5,0
1052510,26800,6,0
1052919,35914,1,1
1052919,41220,2,1
1052919,18362,3,1
1052919,43772,4,1
1052919,7308,5,1
1053002,10673,1,1
1053002,15168,2,0
1053002,30850,3,0
1053441,1930,1,1
1053441,44424,2,1
1053441,7751,3,1
1053441,23029,4,1
1053441,46313,5,1
1053441,33195,6,1
1053441,32665,7,1
1053441,49683,8,1
1053441,40852,9,1
1053441,10132,10,1
1053441,32648,11,1
1053441,30450,12,1
1053441,19366,13,1
1053441,24062,14,1
1053441,47119,15,1
1053441,26209,16,1
1053441,39993,17,1
1053441,12606,18,1
1053441,13176,19,1
1053441,14575,20,1
1053441,14376,21,1
1053629,5818,1,1
1053629,46881,2,1
1053629,8203,3,0
1053629,12260,4,0
1053629,13755,5,1
1053629,44799,6,1
1053629,45443,7,1
1053629,25495,8,1
1053629,36463,9,0
1053629,40459,10,1
1053989,24838,1,1
1053989,40818,2,1
1053989,37523,3,1
1053989,47626,4,1
1053989,128,5,1
1053989,8230,6,1
1054122,46842,1,1
1054122,17341,2,1
1054122,32211,3,1
1054122,29615,4,0
1054122,20682,5,0
1054122,35458,6,0
1054249,196,1,0
1054249,48142,2,0
1054249,32235,3,1
1054249,29503,4,1
1054249,32650,5,0
1054249,42731,6,1
1054249,23906,7,0
1054249,2707,8,0
1054249,4138,9,0
1054912,35947,1,1
1054912,4317,2,1
1054912,37745,3,0
1054912,27313,4,0
1054912,45066,5,0
1054912,16797,6,1
1054912,24852,7,1
1055142,16145,1,0
1055142,26369,2,0
1055142,890,3,0
1055142,20574,4,0
1055142,22089,5,0
1055518,432,1,1
1055518,40545,2,1
1055518,47029,3,1
1055518,11494,4,1
1055518,38311,5,1
1055518,33120,6,1
1055518,38838,7,1
1055518,34,8,1
1055518,25513,9,1
1055677,13984,1,1
1055677,18811,2,1
1056089,15438,1,0
1056089,33642,2,0
1056089,9080,3,0
1056089,4421,4,0
1056089,38647,5,0
1056089,10132,6,0
1056512,14645,1,0
1056512,47141,2,0
1056699,39411,1,0
1056699,3952,2,0
1056699,47766,3,0
1056699,32655,4,0
1056699,9051,5,0
1056745,13702,1,0
1056745,1443,2,0
1056745,15707,3,0
1056745,13380,4,0
1056745,38508,5,0
1056745,28122,6,0
1056745,34448,7,0
1056745,14633,8,0
1056745,8952,9,0
1056745,7500,10,0
1056745,37658,11,0
1056745,32904,12,0
1056745,49585,13,0
1056745,36517,14,0
1056745,16083,15,0
1056745,27845,16,0
1057025,40545,1,0
1057025,27845,2,0
1057025,13176,3,0
1057025,2344,4,1
1057025,8277,5,0
1057025,31553,6,1
1057025,42244,7,1
1057025,1890,8,0
1057025,18304,9,0
1057025,33195,10,0
1057025,16973,11,0
1057025,6656,12,1
1057025,35535,13,1
1057025,41787,14,0
1057025,9387,15,1
1057025,48682,16,0
1057025,12341,17,0
1057025,48679,18,0
1057025,34243,19,0
1057244,29447,1,1
1057244,13176,2,1
1057244,26521,3,1
1057244,28204,4,0
1057244,37876,5,1
1057306,34969,1,1
1057306,45123,2,1
1057306,10490,3,1
1057306,32747,4,1
1057306,21334,5,1
1057306,11182,6,1
1057520,26620,1,0
1057520,27521,2,0
1057520,28849,3,0
1057520,35939,4,0
1057520,11712,5,0
1057520,47766,6,0
1057520,6873,7,0
1057520,43086,8,0
1057520,21405,9,0
1057520,7806,10,0
1057520,33407,11,0
1058109,30489,1,0
1058109,45007,2,0
1058109,2091,3,0
1058109,42265,4,0
1058109,26620,5,0
1058109,22290,6,0
1058165,6774,1,1
1058165,19370,2,1
1058165,2110,3,1
1058165,47209,4,1
1058165,25522,5,1
1058165,24799,6,0
1058165,28465,7,0
1058165,43662,8,0
1058165,7091,9,0
1058165,2224,10,0
1058165,12919,11,0
1058715,32433,1,1
1058715,39408,2,1
1058715,13198,3,1
1058715,47626,4,1
1058715,8518,5,1
1058715,28842,6,1
1058715,46667,7,1
1058715,22089,8,1
1058715,46886,9,1
1058715,43961,10,1
1058715,26209,11,1
1058715,47766,12,1
1058715,1999,13,1
1058887,46802,1,0
1058887,3957,2,1
1058887,21903,3,1
1058887,38067,4,1
1058887,38684,5,0
1058887,38456,6,0
1058887,41540,7,1
1058887,26940,8,1
1058887,22963,9,0
1058887,45570,10,1
1058887,35951,11,1
1058887,48835,12,0
1058887,43182,13,1
1058887,17847,14,1
1058887,23783,15,1
1058887,38480,16,1
1058887,41950,17,0
1058887,27741,18,1
1058887,36914,19,1
1059078,18699,1,0
1059078,11983,2,1
1059078,23296,3,0
1059078,6383,4,0
1059078,23341,5,0
1059078,49517,6,0
1059078,26587,7,0
1059078,5097,8,0
1059078,35761,9,1
1059078,19638,10,0
1059078,4295,11,0
1059078,21333,12,0
1059078,7175,13,0
1059078,10673,14,0
1059078,16341,15,0
1059078,23763,16,0
1059078,8851,17,0
1059078,39993,18,0
1059078,38419,19,0
1059078,30849,20,0
1059078,7445,21,0
1059078,15923,22,0
1059078,33129,23,0
1059078,44536,24,1
1059078,30320,25,1
1059078,8587,26,1
1059100,30142,1,1
1059786,5450,1,1
1059786,4796,2,1
1059786,45007,3,1
1059786,8859,4,1
1059786,45946,5,1
1059786,22935,6,1
1059786,17206,7,1
1059786,5373,8,1
1059786,12779,9,0
1059786,37646,10,1
1059786,260,11,0
1060002,14491,1,0
1060002,42533,2,0
1060002,22210,3,0
1060002,30252,4,0
1060002,46847,5,0
1060002,44325,6,0
1060002,8424,7,0
1060002,3020,8,0
1060002,27104,9,0
1060002,38985,10,0
1060002,26506,11,0
1060002,19627,12,0
1060002,40145,13,0
1060002,6188,14,0
1060002,27061,15,0
1060002,38622,16,0
1060002,26737,17,0
1060002,13909,18,0
1060002,34096,19,0
1060002,44449,20,0
1060002,38514,21,0
1060002,15035,22,0
1060002,19106,23,0
1060002,35030,24,0
1060002,16349,25,0
1060002,42265,26,0
1060002,28704,27,0
1060231,43583,1,0
1060231,38785,2,0
1060231,13108,3,0
1060231,43057,4,0
1060231,27243,5,0
1060231,10241,6,0
1060231,35310,7,0
1060231,2350,8,0
1060251,1157,1,1
1060251,48205,2,1
1060251,24852,3,1
1060251,4088,4,1
1060251,29714,5,1
1060251,45862,6,1
1060251,32855,7,1
1060251,48907,8,1
1060251,44799,9,1
1060251,27020,10,1
1060251,1924,11,1
1060251,19348,12,1
1060251,10272,13,1
1060251,16305,14,1
1060251,18071,15,1
1060251,26905,16,1
1060251,17794,17,1
1060251,33457,18,1
1060251,3011,19,0
1060251,14901,20,1
1060251,21201,21,1
1060289,47766,1,1
1060289,24852,2,1
1060289,30391,3,1
1060289,8277,4,1
1060289,43352,5,1
1060289,9595,6,1
1060289,8424,7,1
1060289,27104,8,1
1060289,39619,9,1
1060289,14633,10,1
1060289,49075,11,1
1060289,37825,12,1
1060289,39430,13,1
1060289,28769,14,1
1060289,42736,15,1
1060289,21903,16,0
1060289,48094,17,0
1060289,32303,18,1
1060289,14858,19,0
1060289,16797,20,0
1060289,1090,21,0
1060289,40229,22,1
1060297,8174,1,0
1060297,43122,2,1
1060297,49192,3,1
1060301,24852,1,1
1060301,46069,2,1
1060301,47209,3,1
1060301,21137,4,1
1060301,32864,5,1
1060301,26047,6,1
1060301,4920,7,0
1060301,19706,8,0
1060301,30391,9,0
1060301,10749,10,0
1060537,9047,1,0
1060537,45447,2,1
1060537,49683,3,1
1060537,9058,4,1
1060537,43378,5,0
1060537,22176,6,0
1060537,47766,7,1
1060537,4799,8,1
1060537,18200,9,0
1060652,30597,1,1
1060652,41158,2,0
1060652,500,3,0
1060652,36763,4,0
1060652,47273,5,1
1060652,33493,6,0
1060876,47209,1,1
1060876,1999,2,1
1060876,49235,3,1
1060876,5876,4,1
1060876,5785,5,0
1060876,30639,6,1
1060876,38200,7,1
1061214,24852,1,1
1061214,37940,2,1
1061214,2450,3,0
1061214,14780,4,0
1061214,17008,5,0
1061214,28842,6,1
1061214,703,7,0
1061214,25544,8,0
1061214,22935,9,1
1061214,1399,10,0
1061270,35199,1,1
1061270,20940,2,1
1061270,32691,3,1
1061270,13966,4,1
1061270,48762,5,1
1061270,890,6,0
1061270,37980,7,0
1061270,30731,8,0
1061270,20955,9,0
1061270,21516,10,0
1061270,33081,11,0
1061270,33279,12,0
1062406,17616,1,1
1062406,24114,2,1
1062406,5097,3,0
1062406,48527,4,0
1062406,24852,5,1
1062406,48531,6,0
1062406,39408,7,1
1062406,24699,8,1
1062406,41719,9,0
1062662,6774,1,0
1062662,27451,2,0
1062662,17368,3,0
1062662,1411,4,0
1062784,25477,1,1
1062784,28800,2,1
1062784,39059,3,1
1062784,34969,4,1
1062784,35206,5,0
1062784,15452,6,1
1062784,40348,7,1
1062784,28157,8,0
1062784,36780,9,1
1062784,1940,10,1
1062784,27325,11,0
1062784,13838,12,1
1062784,22825,13,0
1062784,2469,14,0
1062834,5212,1,1
1062834,25743,2,0
1062834,10246,3,0
1062834,19678,4,0
1062834,29675,5,0
1062834,22935,6,0
1062834,890,7,0
1062834,18027,8,1
1062834,39527,9,0
1062834,29127,10,0
1062834,432,11,1
1063518,40486,1,1
1063518,2475,2,0
1063668,28985,1,1
1063668,42265,2,1
1063668,42828,3,1
1063668,19678,4,1
1063668,44019,5,1
1063668,41809,6,0
1063668,33527,7,0
1063668,35734,8,0
1063668,44349,9,0
1063668,41596,10,0
1063668,19660,11,1
1063668,25069,12,0
1063668,41618,13,1
1063853,21137,1,1
1063853,38689,2,1
1063853,10585,3,1
1063853,41793,4,1
1063853,47521,5,1
1063853,42342,6,1
1063853,1199,7,1
1063853,9363,8,1
1063926,20682,1,1
1063926,25146,2,1
1063926,40376,3,1
1063926,32403,4,1
1063926,13249,5,1
1063926,17252,6,1
1063926,8214,7,1
1063926,29309,8,1
1063926,25985,9,1
1063926,939,10,1
1063926,27681,11,1
1063926,29091,12,1
1063926,28132,13,1
1063926,31495,14,1
1063926,41674,15,1
1063926,3696,16,0
1063926,9076,17,1
1063926,40310,18,1
1063926,20244,19,1
1063926,40021,20,1
1063926,2040,21,0
1063926,31231,22,1
1063926,25976,23,1
1063926,16414,24,1
1063926,8228,25,0
1063926,13732,26,0
1064098,12703,1,1
1064098,18090,2,0
1064098,5876,3,0
1064098,34981,4,0
1064101,45005,1,1
1064101,36425,2,1
1064101,41148,3,1
1064101,6383,4,1
1064101,15131,5,1
1064101,14233,6,1
1064101,651,7,1
1064101,5535,8,1
1064101,27196,9,1
1064101,40208,10,1
1064101,27360,11,1
1064101,13225,12,1
1064101,38881,13,1
1064101,24041,14,1
1064101,15945,15,1
1064101,31717,16,1
1064101,27316,17,1
1064101,12914,18,1
1064101,16446,19,1
1064101,29734,20,1
1064101,6106,21,0
1064101,43187,22,0
1064101,33439,23,1
1064101,3007,24,0
1064101,13945,25,1
1064408,44545,1,0
1064408,7901,2,0
1064408,36315,3,0
1064408,1233,4,0
1064408,19348,5,0
1064627,45190,1,1
1064627,8475,2,1
1064627,20114,3,1
1064627,37065,4,1
1064627,24184,5,1
1064627,40014,6,1
1065323,22699,1,0
1065323,1110,2,0
1065323,37250,3,1
1065323,38494,4,0
1065323,33373,5,0
1065323,39097,6,1
1065323,4642,7,1
1065323,34789,8,1
1065323,10478,9,1
1065323,30329,10,0
1065323,33129,11,0
1065323,19505,12,1
1065323,32864,13,0
1065323,4656,14,0
1065521,44359,1,1
1065521,1511,2,1
1065521,30391,3,0
1065521,21903,4,1
1065521,47209,5,1
1065521,49478,6,1
1065521,20899,7,1
1065521,34445,8,1
1065521,44910,9,1
1065521,31717,10,0
1065521,26242,11,0
1065521,26032,12,0
1065666,5077,1,1
1065666,28204,2,1
1065666,16234,3,1
1065666,13740,4,1
1065666,8475,5,1
1065666,49030,6,1
1065666,47185,7,1
1065666,35216,8,1
1065666,7644,9,1
1065666,7393,10,1
1065666,29828,11,1
1065666,34063,12,1
1065666,20512,13,1
1065666,39832,14,1
1065666,45607,15,1
1065666,22788,16,1
1065711,41924,1,1
1065711,21333,2,1
1065711,5077,3,1
1065711,33129,4,1
1065711,21144,5,0
1065711,28118,6,0
1065711,1447,7,1
1065711,5612,8,1
1065711,13870,9,1
1065711,2120,10,1
1065711,42460,11,1
1065711,29193,12,1
1065711,26221,13,1
1065711,28577,14,0
1065711,23020,15,1
1065711,16759,16,1
1065711,30839,17,0
1065711,43406,18,0
1065711,38341,19,0
1065711,38730,20,1
1065711,25,21,1
1065754,12980,1,1
1065754,36127,2,1
1065754,8929,3,1
1065754,10749,4,1
1065754,49497,5,1
1065754,9436,6,1
1065754,23909,7,1
1065754,7715,8,0
1065754,18656,9,0
1065924,48523,1,1
1065924,14947,2,1
1065924,46138,3,1
1065924,49520,4,1
1065924,37067,5,1
1065924,30391,6,1
1065924,28985,7,1
1065924,35968,8,1
1065924,49026,9,1
1065924,10749,10,1
1065924,20127,11,1
1065924,14084,12,0
1065924,26940,13,1
1066359,12080,1,1
1066359,41886,2,1
1066359,44819,3,1
1066359,43631,4,1
1066359,15424,5,1
1066359,4778,6,1
1066817,34969,1,1
1066817,48205,2,1
1066817,26384,3,1
1066817,17758,4,1
1066817,32030,5,1
1066817,6340,6,1
1066817,7901,7,0
1066817,36431,8,1
1066900,45190,1,1
1066900,8475,2,1
1066900,37065,3,1
1066900,20114,4,1
1066900,28299,5,1
1066900,37992,6,1
1066900,1194,7,1
1066900,40815,8,1
1066900,43371,9,0
1067259,19003,1,1
1067259,20114,2,1
1067259,32433,3,1
1067259,39409,4,1
1067259,40709,5,1
1067259,45066,6,1
1067259,24852,7,1
1067259,29447,8,1
1067621,14705,1,0
1067621,35181,2,0
1067621,35210,3,0
1067621,40208,4,0
1067621,30222,5,0
1067621,1117,6,1
1067621,5385,7,1
1067621,45698,8,1
1067621,48370,9,1
1067621,13176,10,1
1067621,15613,11,1
1067621,23801,12,1
1067621,30936,13,1
1067621,9080,14,1
1067621,30839,15,1
1067621,26165,16,0
1067621,7751,17,1
1067621,45158,18,0
1067621,17080,19,0
1067621,42460,20,0
1067621,45793,21,0
1067621,21333,22,1
1067621,9673,23,0
1067621,40709,24,0
1067621,13639,25,0
1067655,24852,1,1
1067655,28204,2,1
1067655,27086,3,1
1067655,13866,4,1
1067655,47766,5,1
1067655,47141,6,1
1067655,6187,7,1
1067655,21225,8,1
1067655,41844,9,0
1067655,27730,10,1
1067867,14578,1,1
1067867,48775,2,1
1067867,32864,3,1
1067867,21903,4,1
1067867,13176,5,1
1067867,22935,6,1
1067867,27104,7,1
1067867,39928,8,0
1067867,43122,9,0
1067867,27966,10,0
1067867,32429,11,0
1067867,9561,12,0
1067867,22827,13,0
1067867,9948,14,0
1067867,13882,15,0
1067867,12099,16,0
1067867,28071,17,1
1067867,40396,18,0
1067867,25824,19,0
1067868,21573,1,1
1067868,18348,2,0
1067868,11759,3,0
1067954,23909,1,0
1067954,42625,2,0
1067954,32433,3,0
1067954,21903,4,1
1067954,40804,5,0
1067954,26317,6,0
1067954,46584,7,0
1067954,16797,8,1
1067954,45007,9,1
1067954,9076,10,1
1067954,1804,11,0
1067954,18288,12,0
1067954,27464,13,0
1067954,7715,14,0
1067954,21267,15,1
1068228,6994,1,0
1068228,19348,2,1
1068228,32655,3,0
1068228,16837,4,0
1068228,18557,5,0
1068228,19283,6,0
1068228,15125,7,1
1068228,37685,8,0
1068228,38336,9,0
1068259,49192,1,1
1068259,49235,2,1
1068259,18523,3,1
1068259,43338,4,0
1068259,4957,5,1
1068259,40571,6,1
1068259,33754,7,1
1068259,33787,8,1
1068259,49171,9,0
1068259,47629,10,0
1068576,9421,1,1
1068576,30776,2,1
1068576,8518,3,1
1068584,24830,1,1
1068584,14764,2,0
1068584,32177,3,0
1068584,21077,4,1
1068584,46802,5,0
1068584,47766,6,1
1068584,10243,7,0
1068584,44596,8,0
1069643,12581,1,1
1069660,20583,1,0
1069660,41549,2,0
1069660,43772,3,0
1069660,37131,4,0
1069660,12679,5,0
1069660,44142,6,0
1069660,9473,7,1
1069660,676,8,0
1069987,16797,1,1
1069987,19051,2,1
1069987,43631,3,1
1069987,12080,4,1
1069987,12481,5,1
1069987,28913,6,1
1069987,18394,7,1
1069987,21485,8,1
1069987,26209,9,1
1069987,24759,10,1
