order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order
3233390,23389,41,3,10,7.0
3200807,23389,42,3,9,7.0
1887477,23389,43,3,9,7.0
545894,23389,44,2,20,6.0
3024409,23389,45,3,10,8.0
1791280,23389,46,3,12,7.0
2259513,23389,47,4,9,8.0
171164,23389,48,2,15,5.0
1019106,23389,49,2,15,7.0
1969027,23389,50,3,9,8.0
1015112,23389,51,3,13,7.0
2555115,23389,52,3,10,7.0
549011,23810,1,6,20,
1932969,23810,2,4,20,5.0
847510,23810,3,2,18,30.0
1937674,23810,4,5,12,3.0
1055142,23810,5,0,17,9.0
2760763,23810,6,5,21,12.0
1117471,23810,7,1,21,10.0
3101436,23810,8,3,18,9.0
209156,23843,1,0,18,
1301974,23843,2,6,9,30.0
304896,23843,3,1,11,9.0
1868087,23843,4,5,6,4.0
1691102,23843,5,2,9,18.0
3388691,23843,6,3,9,15.0
1273047,23843,7,6,20,3.0
2721804,23843,8,2,21,10.0
2781677,23843,9,2,8,14.0
1963314,23843,10,1,19,6.0
2565351,23843,11,1,18,7.0
2337250,23843,12,3,11,9.0
842641,23843,13,1,11,5.0
2763348,23843,14,0,20,30.0
853200,23843,15,4,8,4.0
1223466,23843,16,0,18,17.0
2936070,23843,17,6,16,6.0
1979268,23843,18,0,13,15.0
1043117,23843,19,0,13,14.0
1922504,23843,20,0,8,14.0
1617109,23843,21,0,18,21.0
390129,23843,22,0,13,21.0
920864,24361,1,1,9,
2935051,24361,2,2,15,29.0
3212943,24361,3,6,17,30.0
675875,24361,4,0,11,22.0
107641,24361,5,0,11,0.0
1767991,24361,6,2,11,9.0
1814723,24361,7,6,14,4.0
1017443,24361,8,3,12,18.0
269959,24597,1,2,15,
1674209,24597,2,2,16,0.0
2699020,24597,3,4,13,23.0
3167997,24597,4,1,18,11.0
503179,24597,5,2,13,15.0
1715352,24970,1,1,8,
2709792,24970,2,5,13,11.0
2807149,24970,3,3,17,19.0
212791,24970,4,1,9,30.0
925351,24970,5,3,16,30.0
3278552,24970,6,4,10,22.0
2458563,24970,7,1,10,30.0
405649,24970,8,1,5,21.0
1331604,24970,9,2,14,15.0
2742742,24970,10,4,10,23.0
352980,24970,11,5,16,22.0
2500127,25113,1,2,10,
1973933,25113,2,3,21,8.0
324902,25113,3,6,15,10.0
544965,25113,4,2,21,24.0
2051733,25113,5,4,13,9.0
1634186,25113,6,2,11,12.0
151887,25113,7,5,13,10.0
1122424,25113,8,1,14,10.0
3292856,25113,9,1,9,7.0
3270428,25113,10,1,2,7.0
1877049,25113,11,2,8,1.0
2504249,25113,12,6,0,11.0
1660692,25113,13,6,19,14.0
1005422,25113,14,0,0,15.0
1863170,25113,15,0,15,7.0
1658337,25113,16,5,23,12.0
1601595,25113,17,0,10,30.0
472927,25113,18,3,16,10.0
1500481,25113,19,3,19,21.0
1117470,25113,20,4,17,8.0
848685,25113,21,2,11,5.0
1053441,25113,22,2,13,30.0
1379814,25113,23,4,2,23.0
935317,25113,24,4,10,7.0
981468,25113,25,1,12,4.0
2341186,25113,26,1,16,0.0
1893116,25113,27,4,18,3.0
637125,25113,28,3,19,6.0
3050668,25113,29,6,23,24.0
2541381,25113,30,6,1,28.0
1693671,25249,1,1,9,
3183489,25249,2,5,9,18.0
574380,25249,3,2,13,18.0
2632241,25249,4,2,15,21.0
1067868,25249,5,3,8,22.0
423435,25249,6,1,9,19.0
3015751,25249,7,1,13,30.0
1836646,25249,8,1,6,30.0
943555,25339,1,0,14,
2243727,25339,2,6,10,13.0
2268857,25339,3,6,13,7.0
532187,25339,4,1,10,16.0
1355353,25339,5,6,8,5.0
1381636,25339,6,6,10,7.0
630922,25339,7,3,7,18.0
2532247,25339,8,6,8,24.0
976196,25339,9,6,7,7.0
2410259,25339,10,6,9,7.0
1869871,25339,11,3,18,4.0
311876,25339,12,3,16,7.0
1531015,25339,13,2,17,6.0
502275,25339,14,6,16,18.0
2395248,25339,15,6,6,7.0
1530664,25339,16,5,8,6.0
675843,25339,17,5,13,14.0
2647538,25339,18,0,16,9.0
587566,25339,19,5,16,30.0
524089,25339,20,3,7,5.0
2898030,25339,21,3,21,7.0
598446,25339,22,5,9,9.0
349022,25339,23,5,17,21.0
2797651,25339,24,4,13,13.0
2528512,25339,25,3,10,6.0
1119894,25339,26,5,9,9.0
665999,25339,27,2,11,18.0
2010086,25339,28,6,20,4.0
1880195,25339,29,5,18,13.0
1022392,25339,30,0,9,16.0
2602605,25339,31,0,11,7.0
255732,25339,32,6,9,6.0
2517228,25339,33,4,15,12.0
480164,25339,34,0,9,10.0
2319621,25474,1,0,14,
1724702,25474,2,0,13,30.0
1691695,25474,3,0,14,14.0
1993551,25474,4,2,16,30.0
1283347,25474,5,6,13,4.0
3157191,25474,6,3,12,18.0
3149082,25474,7,1,15,26.0
396231,25474,8,5,8,30.0
3142148,25757,1,5,14,
1088184,25757,2,4,17,30.0
3417622,25757,3,0,13,30.0
1230890,25757,4,3,15,17.0
3140144,25760,1,1,7,
2369349,25760,2,2,17,30.0
1326186,25760,3,3,17,30.0
1763179,25760,4,1,18,12.0
2810262,25760,5,6,18,26.0
1665913,26023,1,0,13,
944925,26023,2,4,19,18.0
2682114,26023,3,1,19,18.0
2894649,26023,4,0,18,30.0
909742,26023,5,4,8,4.0
3175084,26023,6,3,22,13.0
1350919,26023,7,5,19,23.0
553776,26023,8,1,13,3.0
686521,26023,9,6,14,12.0
807172,26023,10,5,12,20.0
203191,26023,11,4,8,6.0
3377181,26023,12,4,12,7.0
91606,26023,13,3,19,6.0
2479374,26023,14,2,16,13.0
1417581,26023,15,1,14,20.0
1624308,26023,16,0,18,13.0
2212941,26077,1,6,9,
2326993,26077,2,2,11,10.0
3039641,26077,3,2,9,14.0
3406043,26077,4,3,14,30.0
1309464,26077,5,3,6,7.0
3107632,26077,6,1,7,12.0
169862,26077,7,3,7,16.0
1725772,26077,8,3,7,7.0
2175242,26077,9,2,11,6.0
53851,26077,10,1,12,30.0
1200889,26077,11,2,7,8.0
2340870,26077,12,2,6,28.0
2325872,26077,13,1,9,30.0
889637,26086,1,3,8,
2700047,26086,2,5,14,2.0
552492,26086,3,3,12,5.0
234354,26086,4,3,7,7.0
1037381,26086,5,5,11,2.0
1345970,26086,6,2,11,4.0
3243229,26086,7,4,13,2.0
503391,26086,8,1,11,4.0
198589,26086,9,2,7,1.0
2920510,26086,10,3,15,1.0
938569,26086,11,4,9,1.0
2103067,26086,12,2,8,5.0
1454659,26086,13,4,6,2.0
1323487,26086,14,4,14,0.0
2365670,26086,15,5,7,1.0
3279222,26086,16,5,14,0.0
303636,26086,17,2,11,4.0
82377,26086,18,4,9,2.0
1347322,26086,19,6,13,2.0
624383,26086,20,1,18,2.0
3299165,26086,21,4,10,3.0
514477,26086,22,6,11,2.0
2092369,26086,23,1,11,2.0
3145972,26086,24,3,12,2.0
2722422,26086,25,4,8,1.0
725643,26086,26,5,7,1.0
1462781,26086,27,6,15,1.0
1453176,26086,28,3,10,4.0
2431222,26086,29,4,15,1.0
175207,26086,30,2,16,5.0
2971976,26086,31,4,10,2.0
2933463,26086,32,1,18,4.0
12748,26086,33,3,10,2.0
516061,26086,34,5,8,2.0
635774,26086,35,1,11,3.0
1125420,26086,36,2,14,1.0
1946340,26086,37,3,8,1.0
3420262,26086,38,1,13,5.0
2730483,26086,39,2,14,1.0
3305561,26086,40,3,9,1.0
453045,26086,41,4,8,1.0
560471,26086,42,5,10,1.0
2906741,26086,43,6,14,1.0
1721467,26086,44,2,15,3.0
1267816,26086,45,6,7,4.0
2412284,26086,46,2,15,3.0
2060082,26086,47,5,17,3.0
1137858,26086,48,6,13,1.0
588191,26086,49,2,13,3.0
2866606,26086,50,3,9,1.0
1557828,26086,51,2,6,6.0
1322291,26086,52,2,8,0.0
2129595,26086,53,1,12,6.0
2358463,26086,54,3,8,2.0
1298128,26086,55,3,17,0.0
1514138,26086,56,6,15,3.0
1408702,26086,57,2,9,3.0
2973167,26086,58,4,12,2.0
1717839,26086,59,6,13,2.0
392094,26086,60,2,12,3.0
2996401,26086,61,3,10,1.0
23621,26086,62,4,13,1.0
2509631,26086,63,2,8,5.0
237982,26086,64,2,15,0.0
59610,26086,65,4,12,2.0
1909382,26086,66,6,7,2.0
3194822,26086,67,1,16,2.0
2839796,26086,68,2,10,1.0
3119207,26086,69,3,12,1.0
2237499,26086,70,2,8,6.0
1479480,26086,71,2,12,0.0
1290839,26086,72,3,15,1.0
3283060,26086,73,6,11,3.0
1825626,26086,74,1,15,2.0
2505387,26086,75,2,7,1.0
612207,26086,76,4,12,2.0
2415895,26086,77,1,14,4.0
569303,26086,78,3,16,2.0
2759595,26086,79,5,15,2.0
3354468,26086,80,1,11,3.0
194221,26086,81,2,8,1.0
3348884,26086,82,6,8,4.0
557788,26086,83,1,17,2.0
3413577,26086,84,5,12,4.0
112862,26086,85,1,11,3.0
2024296,26086,86,5,9,4.0
2514379,26086,87,6,8,1.0
836459,26086,88,1,15,2.0
1888687,26086,89,3,7,2.0
297924,26086,90,4,16,1.0
1372640,26086,91,6,7,2.0
1840443,26086,92,1,11,2.0
1311155,26086,93,5,6,4.0
1290748,26086,94,1,13,3.0
1586526,26086,95,3,11,2.0
1078055,26086,96,4,10,1.0
1557213,26086,97,5,14,1.0
2520029,26086,98,4,9,6.0
3215385,26086,99,1,13,4.0
33031,26086,100,2,9,1.0
421164,26113,1,2,14,
3118649,26113,2,0,20,5.0
317313,26113,3,3,9,10.0
1180012,26113,4,2,15,6.0
591248,26113,5,1,18,6.0
494314,26113,6,0,10,6.0
2480769,26113,7,1,14,15.0
695839,26113,8,2,17,8.0
186361,26113,9,1,11,6.0
4088,26113,10,4,13,17.0
306262,26113,11,1,10,4.0
284505,26113,12,3,11,9.0
1499808,26113,13,6,12,10.0
2952865,26113,14,4,12,19.0
1901640,26113,15,5,15,1.0
549182,26113,16,5,14,7.0
489576,26113,17,2,10,4.0
24965,26113,18,3,15,8.0
3354085,26113,19,2,13,13.0
2493091,26113,20,6,12,4.0
1247401,26113,21,0,8,8.0
1999352,26113,22,2,10,9.0
621008,26113,23,4,8,9.0
2733673,26113,24,2,15,12.0
2522368,26113,25,2,13,7.0
3007739,26113,26,5,16,10.0
1985107,26113,27,6,22,8.0
2017112,26113,28,6,22,7.0
3179687,26113,29,6,20,7.0
2919082,26113,30,6,20,7.0
2229251,26113,31,6,22,7.0
2126783,26113,32,0,9,8.0
637491,26113,33,5,11,5.0
3112657,26113,34,2,7,4.0
256765,26113,35,0,11,5.0
719330,26113,36,1,18,8.0
2547897,26113,37,3,11,2.0
1673913,26113,38,4,8,1.0
1060002,26227,1,0,9,
45934,26227,2,6,13,6.0
1535678,26227,3,6,11,7.0
3130055,26227,4,6,14,7.0
3322865,26227,5,6,13,7.0
1667971,26227,6,0,11,15.0
1199799,26227,7,6,17,6.0
2995604,26227,8,0,15,8.0
3194694,26227,9,0,15,28.0
1695373,26227,10,0,1,7.0
1450499,26227,11,0,16,21.0
2349456,26227,12,1,9,15.0
679218,26227,13,0,11,20.0
796105,26227,14,6,22,6.0
211905,26227,15,6,14,7.0
2413803,26227,16,6,10,7.0
1595117,26227,17,0,9,8.0
1871055,26227,18,6,21,6.0
375251,26227,19,6,10,7.0
3280527,26227,20,6,8,7.0
1412015,26227,21,5,8,6.0
253862,26284,1,5,18,
2341383,26284,2,1,17,3.0
1869449,26284,3,5,17,4.0
1262812,26284,4,1,18,10.0
1581513,26284,5,6,11,5.0
2304131,26284,6,0,13,1.0
2773615,26284,7,6,11,6.0
529323,26284,8,0,11,22.0
1060876,26284,9,4,18,11.0
885207,26284,10,0,19,17.0
1961841,26284,11,4,18,25.0
1324683,26284,12,0,15,17.0
1465703,26284,13,1,16,8.0
300728,26284,14,6,15,12.0
1574753,26284,15,2,18,10.0
2208839,26284,16,3,17,30.0
2870358,26402,1,4,21,
1435482,26402,2,2,11,5.0
1520524,26402,3,1,13,6.0
2012454,26402,4,6,12,12.0
426349,26402,5,4,13,19.0
1570231,26560,1,1,16,
145394,26560,2,2,11,1.0
2359902,26560,3,4,17,30.0
604980,26560,4,2,16,5.0
2540149,26560,5,3,15,30.0
1342074,26560,6,2,16,6.0
1414210,26560,7,0,22,26.0
655385,26560,8,0,22,21.0
3065917,26560,9,5,16,19.0
421521,26560,10,0,22,2.0
1801501,26560,11,5,15,5.0
1741633,26560,12,3,10,30.0
27776,26560,13,1,15,5.0
2020963,26560,14,4,14,3.0
3043043,26560,15,3,11,6.0
2316358,26794,1,1,10,
1153078,26794,2,1,9,7.0
3131738,26794,3,3,10,2.0
626590,26794,4,1,9,5.0
3296945,26794,5,2,9,8.0
405779,26794,6,4,9,2.0
2975968,26794,7,1,9,4.0
1871857,26794,8,1,12,7.0
2127961,26794,9,1,9,7.0
1853281,26794,10,4,14,3.0
3067326,26794,11,1,10,4.0
2689802,26794,12,4,12,3.0
3162644,26794,13,1,9,4.0
3372195,26794,14,2,10,8.0
2834128,26794,15,1,13,6.0
663888,26794,16,2,9,1.0
1884550,26794,17,1,9,6.0
2952620,26794,18,1,8,7.0
3072915,26794,19,4,15,3.0
3079004,26794,20,1,10,11.0
2495801,26794,21,1,12,7.0
1816552,26794,22,1,11,7.0
1846280,26794,23,2,11,1.0
2003726,26794,24,4,17,2.0
3335413,26794,25,1,9,4.0
1015591,26794,26,2,9,22.0
2794126,26794,27,1,9,6.0
1470550,26794,28,2,8,8.0
669785,26794,29,3,13,1.0
500905,26794,30,2,9,6.0
2996752,26794,31,2,9,7.0
627927,26794,32,5,11,3.0
376565,26794,33,1,15,3.0
745550,26794,34,1,9,7.0
2913158,26794,35,2,9,8.0
210636,26794,36,1,8,6.0
183547,26794,37,1,8,14.0
3268795,26794,38,5,11,4.0
2143990,26794,39,5,11,14.0
35424,26794,40,4,9,6.0
507498,26794,41,3,14,20.0
2951720,26876,1,6,14,
83169,26876,2,2,12,30.0
1395405,26876,3,1,13,30.0
3242579,26876,4,6,15,5.0
1842886,26883,1,1,9,
291327,26883,2,5,13,4.0
2944014,26883,3,5,17,7.0
1723870,26883,4,2,17,4.0
935256,26883,5,3,16,30.0
2479322,26883,6,4,13,8.0
2442115,26883,7,2,10,12.0
3291989,26883,8,5,11,10.0
3360926,26883,9,5,15,7.0
629210,26883,10,2,12,4.0
1728294,26883,11,5,14,3.0
2623753,26883,12,5,10,14.0
2405048,26883,13,5,14,7.0
47279,26883,14,4,16,6.0
1984962,26883,15,5,9,15.0
1354987,26883,16,1,11,10.0
1763426,26883,17,2,11,1.0
2134389,26883,18,5,13,3.0
3370398,26883,19,5,13,14.0
2943732,26883,20,4,13,6.0
2311092,26883,21,4,15,7.0
1924414,26883,22,3,12,6.0
1274352,26883,23,5,10,16.0
3367348,26883,24,1,13,10.0
1141840,26883,25,5,14,4.0
2268401,26883,26,4,16,6.0
1124830,26883,27,5,14,1.0
1709305,26883,28,3,18,5.0
2127437,26883,29,5,13,16.0
1832888,26883,30,5,13,14.0
829576,26883,31,5,14,7.0
2713902,26883,32,2,11,4.0
944618,26883,33,5,13,10.0
574250,26883,34,5,13,14.0
482270,26883,35,5,16,0.0
2066461,26883,36,1,13,3.0
2187909,26883,37,5,13,11.0
1529890,26883,38,5,12,14.0
169888,26883,39,2,13,4.0
1909714,26883,40,1,15,6.0
3313563,26883,41,4,14,3.0
2575150,26883,42,3,12,27.0
587980,26883,43,5,14,2.0
1092741,27197,1,1,17,
2289199,27197,2,1,15,21.0
1052080,27197,3,2,16,8.0
1572075,27197,4,3,16,8.0
2166178,27197,5,0,12,11.0
3026521,27197,6,2,13,9.0
393169,27197,7,1,14,6.0
86539,27197,8,4,10,30.0
2964650,27197,9,2,20,5.0
4495,27197,10,2,12,7.0
2586332,27266,1,5,10,
1821610,27266,2,1,9,30.0
3309744,27266,3,4,8,30.0
2559047,27266,4,3,18,30.0
631030,27266,5,0,6,30.0
3055684,27587,1,5,6,
1878579,27587,2,0,16,2.0
3044985,27587,3,3,6,3.0
3166161,27587,4,1,7,12.0
2333620,27587,5,2,5,8.0
182061,27587,6,2,11,7.0
1654633,27587,7,1,6,6.0
2173228,27587,8,4,7,24.0
2601608,27587,9,5,8,30.0
2812247,27587,10,4,9,6.0
3381258,27587,11,2,6,5.0
3235363,27587,12,3,6,15.0
1991810,27587,13,5,17,2.0
401566,27587,14,2,7,25.0
2496940,27587,15,1,18,27.0
1479095,27587,16,6,15,5.0
1523888,27587,17,6,6,30.0
1048834,27587,18,3,6,4.0
490763,27587,19,1,14,5.0
1327635,27587,20,4,6,3.0
2844644,27587,21,1,16,4.0
1305848,27587,22,5,13,4.0
747517,27587,23,1,6,3.0
1156433,27587,24,4,13,3.0
2678074,27587,25,0,14,3.0
3162465,27587,26,0,16,0.0
2841808,27803,1,2,8,
962743,27803,2,2,11,7.0
3272056,27803,3,2,6,7.0
903671,27803,4,4,12,2.0
1028994,27803,5,2,11,5.0
2555409,27803,6,0,14,5.0
1303356,27803,7,2,13,2.0
809431,27803,8,2,13,0.0
3290871,27803,9,5,12,3.0
1458131,27803,10,0,15,2.0
2614301,27803,11,3,9,3.0
2516066,27803,12,6,7,3.0
1776234,27803,13,0,18,1.0
1034465,27803,14,1,16,1.0
156708,27803,15,4,10,3.0
2140275,27803,16,6,8,2.0
1466803,27803,17,2,11,3.0
1140849,27803,18,4,9,2.0
2212087,27803,19,0,12,3.0
565435,27803,20,1,12,1.0
862309,27803,21,1,12,0.0
905778,27803,22,1,19,0.0
1553056,27803,23,4,15,3.0
612899,27803,24,1,10,4.0
3165165,27803,25,2,16,1.0
640817,27803,26,5,10,3.0
3305527,27803,27,1,10,3.0
1298829,27803,28,1,10,7.0
1174751,27803,29,1,15,0.0
213488,27803,30,0,8,6.0
2102671,28016,1,1,15,
1244309,28016,2,0,16,30.0
2726323,28016,3,0,11,14.0
2894491,28016,4,0,12,7.0
3291938,28016,5,6,15,6.0
2013914,28016,6,6,13,7.0
1526849,28016,7,6,16,21.0
2421969,28016,8,6,10,7.0
273613,28016,9,3,13,18.0
2154444,28016,10,6,9,24.0
634870,28016,11,6,8,14.0
1959467,28016,12,4,9,12.0
167805,28016,13,6,11,23.0
1949977,28016,14,1,14,9.0
2908568,28016,15,6,9,5.0
1100865,28016,16,3,12,11.0
1081300,28016,17,6,12,30.0
1932384,28016,18,0,13,22.0
2139327,28167,1,0,2,
458220,28167,2,3,16,30.0
1157794,28167,3,2,16,30.0
1592793,28167,4,2,16,30.0
1432302,28192,1,4,10,
2968830,28192,2,3,7,6.0
1620077,28192,3,3,0,7.0
2186896,28192,4,0,11,30.0
698771,28281,1,0,17,
3348854,28281,2,1,12,1.0
722265,28281,3,1,8,14.0
1307780,28281,4,5,11,4.0
2215702,28281,5,2,7,11.0
341054,28281,6,1,7,13.0
71790,28281,7,1,8,7.0
812122,28281,8,1,20,7.0
2815745,28281,9,2,9,8.0
238039,28281,10,2,14,7.0
2704891,28281,11,0,21,5.0
7630,28281,12,3,12,3.0
1200115,28281,13,1,7,5.0
1869340,28281,14,2,9,1.0
745256,28281,15,0,13,5.0
1395688,28281,16,1,7,8.0
599623,28281,17,0,13,6.0
110205,28281,18,3,13,3.0
1995448,28281,19,1,7,5.0
2444824,28281,20,1,7,7.0
2205786,28281,21,4,14,3.0
534127,28281,22,2,6,12.0
197385,28281,23,5,13,3.0
2907823,28281,24,5,8,7.0
2369754,28281,25,5,14,7.0
495727,28281,26,3,12,5.0
2891110,28281,27,5,14,2.0
1227215,28281,28,5,10,7.0
211081,28281,29,3,9,5.0
2628462,28281,30,5,15,2.0
780089,28281,31,5,11,7.0
75071,28281,32,5,13,7.0
1197324,28281,33,4,14,6.0
78996,28281,34,4,10,7.0
999634,28281,35,1,7,11.0
1009492,28281,36,5,12,4.0
1455780,28281,37,5,10,7.0
2335250,28281,38,1,9,3.0
2504202,28281,39,1,8,14.0
2910633,28281,40,2,8,8.0
2699280,28281,41,0,14,5.0
1030924,28281,42,5,12,5.0
2609040,28281,43,4,10,13.0
3075465,28281,44,4,8,7.0
1155472,28281,45,5,8,8.0
1208323,28281,46,5,10,7.0
551894,28281,47,5,8,7.0
2858175,28281,48,1,8,24.0
2465050,28281,49,4,10,3.0
2081497,28281,50,1,9,18.0
2568094,28281,51,5,13,4.0
2749200,28281,52,5,9,7.0
2387507,28281,53,5,9,7.0
2446998,28902,1,2,12,
1474119,28902,2,3,14,1.0
2613395,28902,3,5,10,2.0
494978,28902,4,0,6,30.0
977591,28902,5,3,10,30.0
832704,28902,6,4,14,30.0
2908642,29260,1,4,8,
177053,29260,2,6,15,30.0
1785195,29260,3,3,16,18.0
2293313,29260,4,0,18,30.0
2861392,29260,5,3,12,24.0
2905767,29296,1,3,7,
412616,29296,2,3,9,30.0
1111135,29296,3,1,9,30.0
1590661,29296,4,2,9,29.0
2021383,29296,5,4,6,30.0
175903,29296,6,3,11,30.0
1295543,29716,1,1,9,
2961017,29716,2,5,15,11.0
201957,29716,3,5,16,7.0
1863224,29716,4,3,14,5.0
729302,29716,5,4,15,8.0
1643337,29786,1,0,12,
1563376,29786,2,4,7,4.0
1593218,29786,3,0,16,3.0
496574,29786,4,0,12,14.0
2712910,30238,1,0,22,
2925301,30238,2,0,21,7.0
2384290,30238,3,1,7,30.0
1499247,30238,4,0,16,30.0
449149,30364,1,1,14,
3121075,30364,2,4,13,30.0
1604890,30364,3,2,13,12.0
1301288,30364,4,1,13,13.0
3359602,30433,1,0,11,
1860746,30433,2,0,11,30.0
704092,30433,3,0,16,14.0
390920,30433,4,6,12,27.0
666996,30433,5,0,8,1.0
1237439,30433,6,6,8,6.0
1857531,30433,7,0,7,22.0
1374943,30567,1,4,17,
2771915,30567,2,0,9,30.0
126976,30567,3,4,17,11.0
2927294,30567,4,1,15,4.0
2298836,30567,5,0,16,20.0
2480460,30567,6,2,17,16.0
2439912,30567,7,1,17,6.0
2165443,30567,8,0,10,30.0
1443222,30567,9,6,17,20.0
755659,30775,1,0,13,
2787852,30775,2,6,13,6.0
441797,30775,3,1,13,30.0
1772363,30775,4,2,20,30.0
1588533,30775,5,0,22,30.0
143814,31445,1,1,11,
10467,31445,2,0,19,6.0
1410267,31445,3,0,16,7.0
234013,31445,4,5,15,5.0
1860555,31445,5,2,16,4.0
3324305,31445,6,5,14,3.0
3378056,31445,7,0,13,9.0
2492914,31445,8,3,17,10.0
2449861,31445,9,3,19,7.0
2050945,31445,10,1,13,12.0
2632626,31475,1,2,1,
2889143,31475,2,2,0,7.0
1445883,31475,3,0,11,5.0
442912,31475,4,6,7,13.0
492512,31475,5,6,22,14.0
2508448,31475,6,6,16,7.0
859211,31475,7,1,23,23.0
1429854,31475,8,0,5,30.0
558151,31591,1,5,12,
2328245,31591,2,0,12,16.0
2873769,31591,3,1,22,8.0
1878220,31591,4,6,7,5.0
1136779,31591,5,6,16,14.0
2882913,31770,1,3,14,
2993209,31770,2,4,14,8.0
2955256,31770,3,5,15,8.0
2905932,31770,4,2,12,4.0
2528695,31770,5,0,9,12.0
2058954,31770,6,0,8,7.0
3252669,31770,7,2,22,9.0
1528721,31770,8,3,11,1.0
1636653,31770,9,0,20,4.0
2964834,31770,10,1,11,30.0
1814422,31770,11,6,9,5.0
2541374,31770,12,0,8,8.0
2506003,31770,13,4,12,11.0
3355577,31770,14,6,9,9.0
2380987,31770,15,6,9,7.0
1804063,31770,16,3,10,4.0
311217,31770,17,0,8,4.0
133728,31770,18,1,11,1.0
2626567,31770,19,2,17,8.0
2789372,31770,20,2,14,7.0
3139905,31770,21,3,14,8.0
1370849,31770,22,1,13,5.0
2692413,31770,23,1,9,7.0
1233468,31770,24,4,12,10.0
15717,31770,25,2,7,5.0
1050460,31770,26,6,9,11.0
3237158,31770,27,3,8,4.0
1387606,31770,28,1,10,5.0
619020,31770,29,4,19,3.0
1578146,31770,30,0,21,17.0
2374166,31770,31,0,17,14.0
2340357,31770,32,0,19,7.0
3364950,31770,33,0,14,14.0
3262196,31770,34,1,11,8.0
2665023,31770,35,0,8,6.0
688223,31770,36,3,15,10.0
99385,31770,37,1,8,5.0
1221445,31770,38,2,20,8.0
2578972,31770,39,1,7,6.0
649732,31770,40,2,9,8.0
2495842,31770,41,2,7,7.0
105685,31770,42,1,13,6.0
1620655,31770,43,6,10,26.0
2875635,31770,44,0,9,8.0
2422382,31796,1,6,15,
3090224,31796,2,6,14,7.0
141070,31796,3,6,15,7.0
796988,31796,4,6,13,7.0
2823546,31796,5,5,17,6.0
3368317,31796,6,6,13,15.0
341533,31796,7,6,14,7.0
1685810,31796,8,6,14,7.0
3401834,31796,9,6,14,7.0
1915037,31796,10,5,20,6.0
2056651,31796,11,0,11,9.0
1760365,31796,12,0,14,7.0
2507970,31796,13,5,21,5.0
413571,31854,1,4,19,
910281,31854,2,1,9,30.0
384346,31854,3,3,18,30.0
2782859,31854,4,0,9,30.0
1692503,31854,5,2,18,30.0
1050881,31961,1,1,7,
2857559,31961,2,4,11,3.0
3030801,31961,3,2,16,5.0
2011091,31961,4,1,16,6.0
1510339,31961,5,1,14,7.0
3172527,31961,6,1,12,7.0
2488463,31961,7,1,17,7.0
3330626,31961,8,1,13,7.0
85200,31961,9,3,10,2.0
1160090,31961,10,4,12,1.0
297499,31961,11,1,13,4.0
705332,31961,12,0,22,6.0
438491,31961,13,5,8,5.0
2042192,31961,14,5,8,0.0
3310807,31961,15,2,8,4.0
1338985,31961,16,1,8,6.0
1671612,31961,17,3,15,2.0
2971593,31961,18,1,11,5.0
128686,31961,19,1,9,7.0
2716753,31961,20,3,10,2.0
2529969,31961,21,2,15,6.0
1797681,31961,22,4,14,2.0
2619354,31961,23,4,8,7.0
2218330,31961,24,1,8,4.0
3356609,32159,1,2,8,
642063,32159,2,1,22,13.0
1820721,32159,3,0,12,20.0
3358496,32159,4,6,9,20.0
2562545,32159,5,5,9,20.0
2906847,32159,6,5,22,21.0
1490594,32159,7,3,22,19.0
801170,32249,1,6,11,
733552,32249,2,5,17,27.0
597778,32249,3,0,10,9.0
2966932,32249,4,1,8,8.0
278355,32249,5,1,8,30.0
70367,32249,6,5,14,11.0
2543644,32249,7,3,11,26.0
2572070,32249,8,0,18,30.0
331201,32249,9,4,8,11.0
2381338,32249,10,4,11,7.0
3022812,32249,11,0,8,17.0
2378574,32249,12,3,8,17.0
2314517,32249,13,4,12,22.0
452369,32249,14,1,13,11.0
1819603,32249,15,3,11,23.0
1100321,32249,16,5,13,30.0
399193,32249,17,0,9,23.0
1586383,32249,18,1,19,8.0
2574574,32249,19,1,12,7.0
2462426,32249,20,5,17,18.0
1089102,32318,1,1,17,
1801218,32318,2,3,17,2.0
3249443,32318,3,1,14,5.0
1035417,32318,4,1,10,7.0
1869631,32318,5,1,10,7.0
499267,32318,6,2,16,8.0
3209509,32318,7,1,17,6.0
2934540,32318,8,4,11,24.0
2274879,32318,9,2,14,12.0
857676,32318,10,5,20,10.0
1826637,32318,11,2,11,18.0
2505583,32318,12,5,16,24.0
2224457,32754,1,2,12,
1049835,32754,2,5,13,3.0
3241990,32754,3,5,11,28.0
691359,32754,4,2,20,11.0
516019,32754,5,1,8,27.0
320976,32754,6,2,20,22.0
1669458,32754,7,3,10,30.0
1576410,32754,8,3,8,7.0
599202,32754,9,4,8,1.0
74372,32754,10,1,9,11.0
1846905,32754,11,2,8,8.0
2893891,32754,12,4,7,30.0
1454014,32754,13,3,14,13.0
1579776,32754,14,4,14,8.0
1628038,32754,15,1,6,18.0
2421634,32754,16,5,12,25.0
3381284,32754,17,0,21,9.0
2553438,32754,18,5,6,12.0
2052929,32770,1,0,20,
150683,32770,2,5,10,5.0
2265299,32770,3,4,10,6.0
1196222,32770,4,2,21,5.0
2609309,32770,5,6,23,25.0
2204167,32770,6,0,23,8.0
